,id,name,genre_google,artist,genre_wiki,genre_merge
343,549,The Sonics,,the sonics,"['garage rock', 'proto-punk', 'rock and roll', 'garage punk (fusion genre)']","['garage rock', 'proto-punk', 'rock and roll', 'garage punk (fusion genre)']"
344,552,The Barracudas,,the barracudas,"['surf music', 'jangle pop', 'pop punk', 'garage rock']","['surf music', 'jangle pop', 'pop punk', 'garage rock']"
345,554,The Kinks,,the kinks,"['rock music', 'pop music']","['rock music', 'pop music']"
346,556,The Strollers,"['alternative/indie', 'rock']",the strollers,,"['alternative/indie', 'rock']"
347,557,The Fuzztones,,the fuzztones,"['garage rock', 'psychedelic rock']","['garage rock', 'psychedelic rock']"
348,559,Southern Culture on the Skids,"['country music', 'rock']",southern culture on the skids,"['experimental rock', 'rockabilly', 'alternative rock', 'surf music', 'psychobilly', 'neo-psychedelia']","['country music', 'rock', 'experimental rock', 'rockabilly', 'alternative rock', 'surf music', 'psychobilly', 'neo-psychedelia']"
349,562,The Who,,the who,"['power pop', 'hard rock', 'rock music']","['power pop', 'hard rock', 'rock music']"
350,563,Small Faces,,small faces,"['rhythm and blues', 'pop rock', 'psychedelic rock', 'power pop', 'rock music']","['rhythm and blues', 'pop rock', 'psychedelic rock', 'power pop', 'rock music']"
351,564,Mahalia Jackson,,mahalia jackson,['gospel music'],['gospel music']
352,565,Howlin' Wolf,,howlin' wolf,['chicago blues'],['chicago blues']
353,566,Jackie Wilson,,jackie wilson,"['soul music', 'rhythm and blues', 'doo-wop', 'rock and roll']","['soul music', 'rhythm and blues', 'doo-wop', 'rock and roll']"
354,567,Sam Cooke,"['soul music', 'gospel music', 'rhythm and blues']",sam cooke,"['soul music', 'gospel music', 'rhythm and blues']","['soul music', 'gospel music', 'rhythm and blues', 'soul music', 'gospel music', 'rhythm and blues']"
355,569,Otis Redding,"['soul music', 'rhythm and blues']",otis redding,"['soul music', 'rhythm and blues']","['soul music', 'rhythm and blues', 'soul music', 'rhythm and blues']"
356,570,Little Richard,,little richard,"['rhythm and blues', 'rock and roll', 'gospel music', 'soul music']","['rhythm and blues', 'rock and roll', 'gospel music', 'soul music']"
357,571,LaVern Baker,"['r&b/soul', 'jazz']",lavern baker,"['rhythm and blues', 'blues']","['r&b/soul', 'jazz', 'rhythm and blues', 'blues']"
358,572,Ray Charles,"['country music', 'r&b/soul']",ray charles,"['soul music', 'gospel music', 'rock and roll', 'blues', 'rhythm and blues', 'country music', 'jazz']","['country music', 'r&b/soul', 'soul music', 'gospel music', 'rock and roll', 'blues', 'rhythm and blues', 'country music', 'jazz']"
359,573,The Detroit Cobras,,the detroit cobras,['garage rock'],['garage rock']
360,574,Big Mama Thornton,"['r&b/soul', 'blues']",big mama thornton,"['rhythm and blues', 'texas blues']","['r&b/soul', 'blues', 'rhythm and blues', 'texas blues']"
361,575,Aretha Franklin,"['soul music', 'gospel music', 'jazz', 'pop music', 'blues', 'rock']",aretha franklin,,"['soul music', 'gospel music', 'jazz', 'pop music', 'blues', 'rock']"
362,576,Marvin Gaye,"['soul music', 'rhythm and blues', 'psychedelic soul', 'pop music', 'funk', 'jazz', 'progressive soul']",marvin gaye,"['jazz', 'funk', 'psychedelic soul', 'r&b', 'pop music', 'soul music']","['soul music', 'rhythm and blues', 'psychedelic soul', 'pop music', 'funk', 'jazz', 'progressive soul', 'jazz', 'funk', 'psychedelic soul', 'r&b', 'pop music', 'soul music']"
363,577,Ruth Brown,,ruth brown,"['rhythm and blues', 'funk', 'jazz', 'blues', 'doo-wop', 'soul music', 'gospel music']","['rhythm and blues', 'funk', 'jazz', 'blues', 'doo-wop', 'soul music', 'gospel music']"
364,579,Big Maybelle,"['r&b/soul', 'blues']",big maybelle,"['blues', 'rhythm and blues', 'gospel music']","['r&b/soul', 'blues', 'blues', 'rhythm and blues', 'gospel music']"
365,580,Muddy Waters,,muddy waters,"['chicago blues', 'delta blues', 'blues']","['chicago blues', 'delta blues', 'blues']"
366,581,Elmore James,,elmore james,['blues'],['blues']
367,583,John Lee Hooker,,john lee hooker,['blues'],['blues']
368,584,The Isley Brothers,"['r&b/soul', 'rock']",the isley brothers,"['soul music', 'r&b', 'funk', 'rock music']","['r&b/soul', 'rock', 'soul music', 'r&b', 'funk', 'rock music']"
369,586,Professor Longhair,"['new orleans blues', 'new orleans rhythm and blues', 'louisiana blues', 'boogie-woogie']",professor longhair,"['new orleans blues', 'louisiana blues', 'new orleans r&b', 'boogie-woogie']","['new orleans blues', 'new orleans rhythm and blues', 'louisiana blues', 'boogie-woogie', 'new orleans blues', 'louisiana blues', 'new orleans r&b', 'boogie-woogie']"
370,587,Sister Rosetta Tharpe,"['gospel', 'blues']",sister rosetta tharpe,"['rhythm and blues', 'blues', 'jazz', 'gospel music']","['gospel', 'blues', 'rhythm and blues', 'blues', 'jazz', 'gospel music']"
371,588,Big Joe Turner,,big joe turner,"['jump blues', 'blues', 'rhythm & blues']","['jump blues', 'blues', 'rhythm & blues']"
372,589,Andre Williams,"['r&b/soul', 'christian']",andre williams,,"['r&b/soul', 'christian']"
373,590,Louis Prima,"['traditional pop', 'jazz']",louis prima,"['big band', 'jazz', 'traditional pop', 'swing music', 'jump blues']","['traditional pop', 'jazz', 'big band', 'jazz', 'traditional pop', 'swing music', 'jump blues']"
374,592,Ennio Morricone,"['film score', 'classical music', 'absolute music', 'jazz', 'pop music', 'rock']",ennio morricone,"['absolute music', 'classical music', 'pop music', 'film music', 'jazz', 'rock music']","['film score', 'classical music', 'absolute music', 'jazz', 'pop music', 'rock', 'absolute music', 'classical music', 'pop music', 'film music', 'jazz', 'rock music']"
375,593,Renato Carosone,,renato carosone,"['boogie-woogie', 'folk music', 'swing music', 'blues', 'jazz', 'light music', 'cha-cha-cha (dance)', 'canzone napoletana']","['boogie-woogie', 'folk music', 'swing music', 'blues', 'jazz', 'light music', 'cha-cha-cha (dance)', 'canzone napoletana']"
376,594,The Pretty Things,"['rock', 'blues']",the pretty things,,"['rock', 'blues']"
377,597,The Easybeats,,the easybeats,"['rock music', 'pop music']","['rock music', 'pop music']"
378,598,The Gruesomes,,the gruesomes,['garage punk (fusion genre)'],['garage punk (fusion genre)']
379,599,David Bowie,"['art rock', 'glam rock', 'pop rock', 'pop music', 'electronic music', 'experimental music', 'rock']",david bowie,,"['art rock', 'glam rock', 'pop rock', 'pop music', 'electronic music', 'experimental music', 'rock']"
380,601,Prince,"['hip-hop/rap', 'pop']",prince,,"['hip-hop/rap', 'pop']"
381,602,Iron & Wine,,iron & wine,"['indie folk', 'folk rock', 'folk music']","['indie folk', 'folk rock', 'folk music']"
382,603,Aphex Twin,"['intelligent dance music', 'experimental music', 'techno', 'ambient music']",aphex twin,"['ambient music', 'experimental music', 'intelligent dance music', 'electronic music', 'techno']","['intelligent dance music', 'experimental music', 'techno', 'ambient music', 'ambient music', 'experimental music', 'intelligent dance music', 'electronic music', 'techno']"
383,604,Kings of Convenience,"['electronic dance music', 'rock']",kings of convenience,"['indie pop', 'indie folk']","['electronic dance music', 'rock', 'indie pop', 'indie folk']"
384,605,Beastie Boys,,beastie boys,"['rap rock', 'hip hop music', 'jazz-funk', 'alternative hip hop', 'hardcore punk', 'alternative rock']","['rap rock', 'hip hop music', 'jazz-funk', 'alternative hip hop', 'hardcore punk', 'alternative rock']"
385,608,Tortoise,"['dance/electronic', 'electronic dance music', 'alternative/indie', 'hip-hop/rap']",tortoise,,"['dance/electronic', 'electronic dance music', 'alternative/indie', 'hip-hop/rap']"
386,609,Nick Drake,,nick drake,"['folk rock', 'folk music']","['folk rock', 'folk music']"
387,610,Miles Davis,,miles davis,['jazz'],['jazz']
388,611,The Sea and Cake,,the sea and cake,"['indie rock', 'jazz fusion']","['indie rock', 'jazz fusion']"
389,612,Talking Heads,,talking heads,"['avant-funk', 'new wave music', 'worldbeat', 'art pop', 'post-punk']","['avant-funk', 'new wave music', 'worldbeat', 'art pop', 'post-punk']"
390,613,John Coltrane,"['hard bop', 'modal jazz', 'free jazz', 'avant-garde jazz']",john coltrane,"['free jazz', 'avant-garde jazz', 'hard bop', 'modal jazz']","['hard bop', 'modal jazz', 'free jazz', 'avant-garde jazz', 'free jazz', 'avant-garde jazz', 'hard bop', 'modal jazz']"
391,614,Pearl Jam,,pearl jam,"['hard rock', 'grunge', 'alternative rock']","['hard rock', 'grunge', 'alternative rock']"
392,615,Elliott Smith,,elliott smith,"['indie folk', 'lo-fi music', 'indie pop', 'indie rock']","['indie folk', 'lo-fi music', 'indie pop', 'indie rock']"
393,616,Squarepusher,"['dance/electronic', 'classical']",squarepusher,"['intelligent dance music', 'jazz fusion', 'drum and bass']","['dance/electronic', 'classical', 'intelligent dance music', 'jazz fusion', 'drum and bass']"
394,617,The Roots,"['hip-hop/rap', 'pop']",the roots,"['alternative hip hop', 'neo soul', 'hip hop music', 'jazz rap']","['hip-hop/rap', 'pop', 'alternative hip hop', 'neo soul', 'hip hop music', 'jazz rap']"
395,618,Belle and Sebastian,,belle and sebastian,"['folk rock', 'chamber pop', 'indie pop']","['folk rock', 'chamber pop', 'indie pop']"
396,619,A Tribe Called Quest,,a tribe called quest,"['alternative hip hop', 'east coast hip hop', 'hip hop music', 'jazz rap']","['alternative hip hop', 'east coast hip hop', 'hip hop music', 'jazz rap']"
397,621,The Album Leaf,"['dance/electronic', 'rock']",the album leaf,"['post-rock', 'ambient music', 'electronic music']","['dance/electronic', 'rock', 'post-rock', 'ambient music', 'electronic music']"
398,622,Sufjan Stevens,"['dance/electronic', 'alternative/indie']",sufjan stevens,"['baroque pop', 'indie folk', 'electronica', 'indie rock']","['dance/electronic', 'alternative/indie', 'baroque pop', 'indie folk', 'electronica', 'indie rock']"
399,624,Great Lake Swimmers,,great lake swimmers,"['independent music', 'folk rock']","['independent music', 'folk rock']"
400,625,Thelonious Monk,,thelonious monk,"['bebop', 'hard bop', 'jazz', 'cool jazz']","['bebop', 'hard bop', 'jazz', 'cool jazz']"
401,627,Saint Etienne,"['electronic dance music', 'pop']",saint etienne,,"['electronic dance music', 'pop']"
402,628,Andrew York,"['classical', 'alternative/indie', 'pop']",andrew york,,"['classical', 'alternative/indie', 'pop']"
403,630,Neil Young,"['country music', 'rock']",neil young,,"['country music', 'rock']"
404,632,Explosions in the Sky,,explosions in the sky,"['post-rock', 'instrumental rock']","['post-rock', 'instrumental rock']"
405,633,Ornette Coleman,,ornette coleman,"['jazz fusion', 'avant-garde jazz', 'free jazz', 'free funk']","['jazz fusion', 'avant-garde jazz', 'free jazz', 'free funk']"
406,635,Teen Angels,"['pop', 'hip-hop/rap']",teen angels,"['pop rock', 'latin pop', 'dance-pop', 'pop music']","['pop', 'hip-hop/rap', 'pop rock', 'latin pop', 'dance-pop', 'pop music']"
407,642,Banghra,,banghra,['latin pop'],['latin pop']
408,643,Nikolas Metaxas,"['rock', 'pop music', 'alternative rock']",nikolas metaxas,['alternative rock'],"['rock', 'pop music', 'alternative rock', 'alternative rock']"
409,644,Inna,"['electronic dance music', 'pop', 'deep house']",inna,,"['electronic dance music', 'pop', 'deep house']"
410,645,Stavento,,stavento,"['contemporary r&b', 'hip hop music']","['contemporary r&b', 'hip hop music']"
411,646,RBD,,rbd,"['latin pop', 'pop rock', 'contemporary r&b', 'dance-pop', 'pop music']","['latin pop', 'pop rock', 'contemporary r&b', 'dance-pop', 'pop music']"
412,647,Eleftheria Eleftheriou,,eleftheria eleftheriou,"['pop music', 'dance music']","['pop music', 'dance music']"
413,648,Antonis Remos,,antonis remos,"['la?ko', 'zeibekiko']","['la?ko', 'zeibekiko']"
414,649,D'Nash,,d'nash,"['dance-pop', 'dance music', 'rhythm and blues']","['dance-pop', 'dance music', 'rhythm and blues']"
415,650,Giorgos Papadopoulos,,giorgos papadopoulos,['pop music'],['pop music']
416,651,Funky G,"['funk', 'hip hop music', 'west coast hip hop']",funky g,"['dance music', 'pop-folk']","['funk', 'hip hop music', 'west coast hip hop', 'dance music', 'pop-folk']"
417,654,Onirama,,onirama,"['pop rock', 'rock music']","['pop rock', 'rock music']"
418,655,Jessy Matador,,jessy matador,"['soukous', 'hip hop music', 'dancehall', 'coupé-décalé', 'zouk (musical movement)', 'reggae', 'kuduro']","['soukous', 'hip hop music', 'dancehall', 'coupé-décalé', 'zouk (musical movement)', 'reggae', 'kuduro']"
419,659,Erreway,,erreway,"['latin pop', 'pop rock']","['latin pop', 'pop rock']"
420,660,Dima Bilan,,dima bilan,"['soul music', 'contemporary r&b', 'pop music']","['soul music', 'contemporary r&b', 'pop music']"
421,661,Stromae,,stromae,"['house music', 'hip hop music', 'electronic music']","['house music', 'hip hop music', 'electronic music']"
422,663,Sakis Rouvas,"['pop', 'electronic dance music']",sakis rouvas,,"['pop', 'electronic dance music']"
423,667,Evridiki,,evridiki,"['rock music', 'pop music', 'techno']","['rock music', 'pop music', 'techno']"
424,669,Eric Saade,,eric saade,['pop music'],['pop music']
425,671,Alkistis Protopsalti,,alkistis protopsalti,['éntekhno'],['éntekhno']
426,672,Denise Rosenthal,,denise rosenthal,"['teen pop', 'electropop', 'r&b', 'dance-pop', 'pop music']","['teen pop', 'electropop', 'r&b', 'dance-pop', 'pop music']"
427,673,Christos Dantis,,christos dantis,['liko'],['liko']
428,674,Darin,"['country music', 'traditional pop']",darin,,"['country music', 'traditional pop']"
429,676,Yohanna,"['pop', 'holiday']",yohanna,,"['pop', 'holiday']"
430,677,Kostas Martakis,,kostas martakis,['dance music'],['dance music']
431,680,The Veronicas,"['electronic dance music', 'pop']",the veronicas,"['pop punk', 'dance-pop', 'pop rock', 'progressive pop', 'electropop', 'pop music']","['electronic dance music', 'pop', 'pop punk', 'dance-pop', 'pop rock', 'progressive pop', 'electropop', 'pop music']"
432,681,Demi Lovato,"['pop music', 'pop rock', 'contemporary r&b']",demi lovato,,"['pop music', 'pop rock', 'contemporary r&b']"
433,682,Lights,"['dance/electronic', 'r&b/soul', 'pop']",lights,,"['dance/electronic', 'r&b/soul', 'pop']"
434,683,John Mayer,"['pop music', 'soft rock', 'blues rock']",john mayer,,"['pop music', 'soft rock', 'blues rock']"
435,685,Nick Jonas & The Administration,"['pop', 'death metal']",nick jonas & the administration,"['blues', 'blue-eyed soul', 'blues rock', 'soul music']","['pop', 'death metal', 'blues', 'blue-eyed soul', 'blues rock', 'soul music']"
436,686,Selena Gomez & the Scene,,selena gomez & the scene,"['electropop', 'pop rock', 'dance-pop']","['electropop', 'pop rock', 'dance-pop']"
437,687,All Time Low,,all time low,"['emo pop', 'pop punk', 'alternative rock', 'pop rock', 'power pop']","['emo pop', 'pop punk', 'alternative rock', 'pop rock', 'power pop']"
438,691,Owl City,"['electronic dance music', 'dance/electronic']",owl city,"['electronica', 'pop music', 'contemporary christian music', 'synth-pop', 'indietronica', 'cedm']","['electronic dance music', 'dance/electronic', 'electronica', 'pop music', 'contemporary christian music', 'synth-pop', 'indietronica', 'cedm']"
439,693,Hey Monday,,hey monday,"['pop punk', 'alternative rock', 'pop rock', 'power pop', 'emo pop']","['pop punk', 'alternative rock', 'pop rock', 'power pop', 'emo pop']"
440,695,Push Play,,push play,['pop rock'],['pop rock']
441,696,The Pierces,,the pierces,"['psychedelic pop', 'alternative rock', 'folk pop', 'folk rock', 'pop rock', 'psychedelic folk', 'psychedelic rock', 'indie pop']","['psychedelic pop', 'alternative rock', 'folk pop', 'folk rock', 'pop rock', 'psychedelic folk', 'psychedelic rock', 'indie pop']"
442,697,Sia,"['electronic dance music', 'dance/electronic']",sia,,"['electronic dance music', 'dance/electronic']"
443,699,Esmée Denters,,esmée denters,"['pop music', 'contemporary r&b']","['pop music', 'contemporary r&b']"
444,701,Shakira,"['electronic dance music', 'folk music']",shakira,,"['electronic dance music', 'folk music']"
445,702,Ester Dean,,ester dean,"['hip hop music', 'pop music', 'contemporary r&b', 'dance music']","['hip hop music', 'pop music', 'contemporary r&b', 'dance music']"
446,703,The xx,,the xx,"['indie electronic', 'contemporary r&b', 'dream pop', 'electro-rock', 'indie pop', 'indie rock']","['indie electronic', 'contemporary r&b', 'dream pop', 'electro-rock', 'indie pop', 'indie rock']"
447,704,The Pretty Reckless,,the pretty reckless,"['hard rock', 'alternative rock', 'post-grunge']","['hard rock', 'alternative rock', 'post-grunge']"
448,705,Engenheiros do Hawaii,,engenheiros do hawaii,"['progressive rock', 'art rock', 'post-punk', 'new wave music', 'alternative rock']","['progressive rock', 'art rock', 'post-punk', 'new wave music', 'alternative rock']"
449,706,AC/DC,"['rock', 'hip-hop/rap']",ac/dc,"['heavy metal music', 'rock and roll', 'blues rock', 'hard rock']","['rock', 'hip-hop/rap', 'heavy metal music', 'rock and roll', 'blues rock', 'hard rock']"
450,707,Metallica,,metallica,"['thrash metal', 'heavy metal music']","['thrash metal', 'heavy metal music']"
451,708,Capital Inicial,,capital inicial,"['new wave music', 'post-punk']","['new wave music', 'post-punk']"
452,709,The White Stripes,"['folk music', 'alternative/indie']",the white stripes,"['garage rock', 'blues rock', 'indie rock', 'punk blues', 'alternative rock']","['folk music', 'alternative/indie', 'garage rock', 'blues rock', 'indie rock', 'punk blues', 'alternative rock']"
453,710,Black Label Society,"['death metal', 'groove metal', 'metal']",black label society,"['heavy metal music', 'groove metal', 'biker metal']","['death metal', 'groove metal', 'metal', 'heavy metal music', 'groove metal', 'biker metal']"
454,711,Mark Knopfler,"['country music', 'rock']",mark knopfler,"['roots rock', 'country rock', 'celtic rock', 'rock music', 'blues rock']","['country music', 'rock', 'roots rock', 'country rock', 'celtic rock', 'rock music', 'blues rock']"
455,712,Dire Straits,,dire straits,"['roots rock', 'pub rock (united kingdom)', 'blues rock']","['roots rock', 'pub rock (united kingdom)', 'blues rock']"
456,715,R.E.M.,,r.e.m.,"['jangle pop', 'alternative rock', 'college rock', 'folk rock']","['jangle pop', 'alternative rock', 'college rock', 'folk rock']"
457,716,Kaiser Chiefs,"['rock', 'pop']",kaiser chiefs,"['indie rock', 'new wave music', 'power pop', 'post-punk revival']","['rock', 'pop', 'indie rock', 'new wave music', 'power pop', 'post-punk revival']"
458,717,Electric Light Orchestra,"['rock', 'dance/electronic']",electric light orchestra,"['progressive rock', 'pop rock', 'progressive pop', 'art rock']","['rock', 'dance/electronic', 'progressive rock', 'pop rock', 'progressive pop', 'art rock']"
459,720,Social Distortion,,social distortion,"['hardcore punk', 'cowpunk', 'punk rock', 'pop punk']","['hardcore punk', 'cowpunk', 'punk rock', 'pop punk']"
460,721,Wim Mertens,,wim mertens,"['new-age music', 'avant-garde music', 'contemporary classical music']","['new-age music', 'avant-garde music', 'contemporary classical music']"
461,722,ATB,"['electronic dance music', 'dance/electronic']",atb,"['progressive house', 'trance music']","['electronic dance music', 'dance/electronic', 'progressive house', 'trance music']"
462,723,Buena Vista Social Club,"['music of latin america', 'bolero', 'music of cuba', 'danzón', 'son cubano', 'guajira', 'descarga', 'criolla']",buena vista social club,"['danzón', 'guajira (music)', 'son cubano (music)', 'bolero']","['music of latin america', 'bolero', 'music of cuba', 'danzón', 'son cubano', 'guajira', 'descarga', 'criolla', 'danzón', 'guajira (music)', 'son cubano (music)', 'bolero']"
463,726,Apocalyptica,"['progressive metal', 'rock']",apocalyptica,"['symphonic metal', 'heavy metal music', 'neoclassical metal', 'alternative metal']","['progressive metal', 'rock', 'symphonic metal', 'heavy metal music', 'neoclassical metal', 'alternative metal']"
464,728,Eric Clapton,"['rock', 'blues']",eric clapton,,"['rock', 'blues']"
465,729,Sacred Spirit,,sacred spirit,"['electronic music', 'ambient music', 'world music', 'new-age music']","['electronic music', 'ambient music', 'world music', 'new-age music']"
466,730,Eagles,"['country music', 'rock']",eagles,,"['country music', 'rock']"
467,731,1200 Micrograms,"['electronic dance music', 'dance/electronic']",1200 micrograms,,"['electronic dance music', 'dance/electronic']"
468,732,Alice Cooper,"['hard rock', 'heavy metal', 'shock rock', 'glam rock']",alice cooper,"['heavy metal music', 'shock rock', 'glam rock', 'hard rock']","['hard rock', 'heavy metal', 'shock rock', 'glam rock', 'heavy metal music', 'shock rock', 'glam rock', 'hard rock']"
469,733,John Lennon,"['rock', 'dance/electronic']",john lennon,,"['rock', 'dance/electronic']"
470,735,The Rolling Stones,,the rolling stones,"['blues', 'rock music']","['blues', 'rock music']"
471,736,Eliades Ochoa,,eliades ochoa,"['cuban trova', 'cuban son', 'salsa music', 'latin jazz']","['cuban trova', 'cuban son', 'salsa music', 'latin jazz']"
472,737,Trans-Siberian Orchestra,"['progressive metal', 'rock']",trans-siberian orchestra,,"['progressive metal', 'rock']"
473,738,DJ Tiësto,"['electronic dance music', 'deep house', 'dance/electronic']",dj tiësto,,"['electronic dance music', 'deep house', 'dance/electronic']"
474,739,Lulu Santos,,lulu santos,"['electronic music', 'reggae', 'música popular brasileira', 'soul music', 'funk']","['electronic music', 'reggae', 'música popular brasileira', 'soul music', 'funk']"
475,744,Autechre,,autechre,"['intelligent dance music', 'experimental music', 'electronic music', 'glitch (music)', 'techno']","['intelligent dance music', 'experimental music', 'electronic music', 'glitch (music)', 'techno']"
476,745,Aidan Baker & thisquietarmy,"['rock', 'pop']",aidan baker & thisquietarmy,,"['rock', 'pop']"
477,747,Carbon Based Lifeforms,,carbon based lifeforms,"['ambient music', 'psybient', 'chill out music', 'downtempo']","['ambient music', 'psybient', 'chill out music', 'downtempo']"
478,748,Boards of Canada,,boards of canada,"['intelligent dance music', 'electronica', 'psychedelic music', 'downtempo', 'ambient music']","['intelligent dance music', 'electronica', 'psychedelic music', 'downtempo', 'ambient music']"
479,749,Casino Versus Japan,,casino versus japan,"['indie electronic', 'intelligent dance music', 'downtempo', 'ambient techno']","['indie electronic', 'intelligent dance music', 'downtempo', 'ambient techno']"
480,750,Bill Withers,,bill withers,"['rhythm and blues', 'smooth soul', 'funk', 'blues music', 'soul music']","['rhythm and blues', 'smooth soul', 'funk', 'blues music', 'soul music']"
481,751,Jesu,"['dance/electronic', 'alternative/indie']",jesu,,"['dance/electronic', 'alternative/indie']"
482,752,Boris,"['rock', 'hip-hop/rap']",boris,,"['rock', 'hip-hop/rap']"
483,754,Maximum the Hormone,"['death metal', 'groove metal']",maximum the hormone,"['metalcore', 'hardcore punk', 'funk metal', 'alternative metal', 'avant-garde metal', 'nu metal']","['death metal', 'groove metal', 'metalcore', 'hardcore punk', 'funk metal', 'alternative metal', 'avant-garde metal', 'nu metal']"
484,755,65daysofstatic,"['dance/electronic', 'electronic dance music', 'alternative/indie']",65daysofstatic,"['instrumental rock', 'math rock', 'post-rock', 'experimental rock', 'electronic music']","['dance/electronic', 'electronic dance music', 'alternative/indie', 'instrumental rock', 'math rock', 'post-rock', 'experimental rock', 'electronic music']"
485,756,Arovane,"['dance/electronic', 'electronic dance music']",arovane,"['intelligent dance music', 'electronica', 'ambient music']","['dance/electronic', 'electronic dance music', 'intelligent dance music', 'electronica', 'ambient music']"
486,757,Crystal Castles,,crystal castles,"['electroclash', 'witch house (music genre)', 'nintendocore', 'electropunk', 'synth-pop']","['electroclash', 'witch house (music genre)', 'nintendocore', 'electropunk', 'synth-pop']"
487,759,#####,"['genre', 'literary genre', 'top stories']",#####,,"['genre', 'literary genre', 'top stories']"
488,761,Asian Dub Foundation,,asian dub foundation,"['trip hop', 'drum and bass', 'asian underground', 'big beat']","['trip hop', 'drum and bass', 'asian underground', 'big beat']"
489,764,16 Horsepower,"['country music', 'alternative/indie']",16 horsepower,"['alternative country', 'gothic country']","['country music', 'alternative/indie', 'alternative country', 'gothic country']"
490,766,Ben Frost,"['electronic dance music', 'dance/electronic']",ben frost,,"['electronic dance music', 'dance/electronic']"
491,768,Enter Shikari,"['electronic dance music', 'dance/electronic', 'rock']",enter shikari,"['electronic rock', 'alternative rock', 'electronicore', 'post-hardcore']","['electronic dance music', 'dance/electronic', 'rock', 'electronic rock', 'alternative rock', 'electronicore', 'post-hardcore']"
492,769,Isis,"['progressive metal', 'metal', 'rock']",isis,,"['progressive metal', 'metal', 'rock']"
493,770,HORSE the band,"['rock', 'metal']",horse the band,"['digital hardcore', 'punk rock', 'metalcore', 'nintendocore']","['rock', 'metal', 'digital hardcore', 'punk rock', 'metalcore', 'nintendocore']"
494,777,The Crystal Method,"['electronic dance music', 'dance/electronic']",the crystal method,"['electronica', 'big beat', 'trip hop', 'breakbeat', 'alternative dance', 'electronic rock']","['electronic dance music', 'dance/electronic', 'electronica', 'big beat', 'trip hop', 'breakbeat', 'alternative dance', 'electronic rock']"
495,779,Bring Me The Horizon,"['death metal', 'rock', 'dance/electronic']",bring me the horizon,"['alternative metal', 'electronic rock', 'deathcore', 'alternative rock', 'pop rock', 'metalcore']","['death metal', 'rock', 'dance/electronic', 'alternative metal', 'electronic rock', 'deathcore', 'alternative rock', 'pop rock', 'metalcore']"
496,782,Solar Fields,,solar fields,"['psybient', 'ambient music', 'progressive trance', 'downtempo']","['psybient', 'ambient music', 'progressive trance', 'downtempo']"
497,783,Digitonal,,digitonal,['electronica'],['electronica']
498,784,Jackson and His Computer Band,"['dance/electronic', 'pop']",jackson and his computer band,,"['dance/electronic', 'pop']"
499,785,Fear Factory,"['death metal', 'progressive metal', 'groove metal', 'metal', 'rock']",fear factory,"['industrial metal', 'groove metal', 'death metal']","['death metal', 'progressive metal', 'groove metal', 'metal', 'rock', 'industrial metal', 'groove metal', 'death metal']"
500,786,Mandy Moore,"['country music', 'pop']",mandy moore,,"['country music', 'pop']"
501,788,Fey,"['pop', 'dance/electronic']",fey,,"['pop', 'dance/electronic']"
502,789,Dannii Minogue,"['electronic dance music', 'dance/electronic']",dannii minogue,,"['electronic dance music', 'dance/electronic']"
503,791,Marie Serneholt,,marie serneholt,"['europop', 'pop music']","['europop', 'pop music']"
504,792,Thalía,"['pop', 'dance/electronic']",thalía,,"['pop', 'dance/electronic']"
505,795,Gloria Trevi,,gloria trevi,['pop rock'],['pop rock']
506,796,Anna Carina,,anna carina,"['latin ballad', 'pop music', 'pop rock', 'latin music (genre)']","['latin ballad', 'pop music', 'pop rock', 'latin music (genre)']"
507,799,Junior Caldera feat Sophie Ellis Bextor,"['pop', 'dance/electronic', ""junior caldera ft sophie ellis-bextor - can't fight this feeling ...""]",junior caldera feat sophie ellis bextor,,"['pop', 'dance/electronic', '""junior caldera ft sophie ellis-bextor - cant fight this feeling ...""']"
508,800,Atomic Kitten,,atomic kitten,"['disco', 'pop music', 'dance-pop', 'europop']","['disco', 'pop music', 'dance-pop', 'europop']"
509,801,5ive,"['hip-hop/rap', 'r&b/soul', 'metal', 'blues', 'christian']",5ive,,"['hip-hop/rap', 'r&b/soul', 'metal', 'blues', 'christian']"
510,805,Parkway Drive,,parkway drive,"['heavy metal music', 'metalcore']","['heavy metal music', 'metalcore']"
511,806,Soilwork,"['progressive metal', 'metal']",soilwork,"['melodic death metal', 'metalcore', 'alternative metal']","['progressive metal', 'metal', 'melodic death metal', 'metalcore', 'alternative metal']"
512,807,Crematory,"['death metal', 'metal']",crematory,,"['death metal', 'metal']"
513,808,Rise Against,,rise against,"['melodic hardcore', 'punk rock', 'hardcore punk']","['melodic hardcore', 'punk rock', 'hardcore punk']"
514,809,The Black Dahlia Murder,"['death metal', 'metal']",the black dahlia murder,,"['death metal', 'metal']"
515,810,All That Remains,"['death metal', 'groove metal', 'metal']",all that remains,,"['death metal', 'groove metal', 'metal']"
516,811,Sonic Syndicate,,sonic syndicate,"['alternative metal', 'melodic death metal', 'metalcore']","['alternative metal', 'melodic death metal', 'metalcore']"
517,812,Dark Tranquillity,"['death metal', 'progressive metal', 'metal', 'new age']",dark tranquillity,['melodic death metal'],"['death metal', 'progressive metal', 'metal', 'new age', 'melodic death metal']"
518,814,Caliban,"['metal', 'hip-hop/rap']",caliban,,"['metal', 'hip-hop/rap']"
