,id,name,genre
2135,2150,Fightstar,"['Progressive metal', 'Rock']"
2136,2151,Meshuggah,"['Death metal', 'Progressive metal', 'Groove metal', 'Metal']"
2137,2152,Electric Birds,
2138,2153,Current Value,
2139,2154,Jane Air,"['Novel', 'Victorian literature']"
2140,2155,Psychostick,
2141,2156,Самое Большое Простое Число,"['Dance/Electronic', 'Alternative/Indie']"
2142,2157,Christian Kleine,
2143,2158,Mujuice,
2144,2159,Дальний Свет,
2145,2160,Maroon,
2146,2161,Wisp,
2147,2162,Alarm Will Sound,
2148,2163,E-SEX-T,
2149,2164,Ovuca,
2150,2165,Enduser,
2151,2166,Architect,"['Death metal', 'Progressive metal', 'Rock']"
2152,2167,Fink,
2153,2168,American Head Charge,"['Groove metal', 'Metal']"
2154,2169,Dagoba,"['Death metal', 'Groove metal', 'Progressive metal', 'Metal', 'Rock']"
2155,2170,Neurocoders,
2156,2171,Integral,
2157,2172,Gojira,"['Death metal', 'Progressive metal', 'Groove metal', 'Metal', 'Hip-Hop/Rap']"
2158,2173,Limewax,
2159,2174,edIT,"['Electronic music', 'Intelligent dance music', 'Glitch Hop', 'Alternative hip hop']"
2160,2175,Etta James,"['Blues', 'Rhythm and blues', 'Soul music', 'Gospel music', 'Jazz', 'Rock and roll']"
2161,2176,Michael Bublé,"['Pop', 'Traditional pop']"
2162,2177,Katie Stevens,
2163,2178,Michael Jackson & Britney Spears,
2164,2179,50 Cent,
2165,2180,"Marc Seales, composer. New Stories. Ernie Watts, saxophone.",
2166,2181,Aaryn Doyle,
2167,2182,Lisa Marie Presley,
2168,2183,Heart,"['Pop', 'Rock']"
2169,2184,Maysa,
2170,2185,ВFI,
2171,2186,Blind Witness,
2172,2187,Stick to Your Guns,
2173,2188,Bury Tomorrow,"['Rock', 'Metal']"
2174,2189,Buried in Verona,"['Death metal', 'Metal']"
2175,2190,War of Ages,
2176,2191,More Than A Thousand,
2177,2192,Miss May I,
2178,2193,Каста,"['Hip-Hop/Rap', 'Dance/Electronic']"
2179,2194,The Hysteria,"['Alternative rock', 'Progressive metal', 'Alternative/Indie']"
2180,2195,Sarah Where Is My Tea,
2181,2196,Gallows,
2182,2197,Stan Marsh,
2183,2198,The Eyes Of A Traitor,"['Progressive metal', 'Metal']"
2184,2199,50 kreon 50,
2185,2200,We Butter The Bread With Butter,"['Dance/Electronic', 'Rock']"
2186,2201,Soulcount,
2187,2202,Dead Silence Hides My Cries,"['Alternative/Indie', 'Rock']"
2188,2203,Abandon All Ships,"['Rock', 'Metal']"
2189,2204,Of Mice & Men,
2190,2205,Main-de-Gloire,
2191,2206,Chevelle,"['Progressive metal', 'Rock']"
2192,2207,The Mess,
2193,2208,Compelled to Comply,
2194,2209,It Dies Today,
2195,2210,Attack Attack!,"['Electronic dance music', 'Dance/Electronic', 'Rock']"
2196,2211,Austrian Death Machine,"['Death metal', 'Metal']"
2197,2212,Disdained Grace,
2198,2213,Woe Is Me,
2199,2214,The Word Alive,
2200,2215,Deception Of A Ghost,
2201,2216,Fall to the Queen,
2202,2217,Aelpéacha,
2203,2218,Mr. Criminal,
2204,2219,B.G. Knocc Out & Dresta,
2205,2220,Aaliyah,"['R&B/Soul', 'Pop', 'Dance/Electronic']"
2206,2221,Lil 1/2 Dead,
2207,2222,Bone Thugs-N-Harmony,
2208,2223,Too $hort,
2209,2224,Alkpote,
2210,2225,Seth Gueko,
2211,2226,Snoop Dogg,"['Hip hop music', 'Funk', 'Gangsta rap', 'Reggae']"
2212,2227,Eazy-E,
2213,2228,Csrd,
2214,2229,DJ Quik,
2215,2230,Roi Heenok,
2216,2231,Spice 1,
2217,2232,Mr. Capone-E,
2218,2233,Booba,
2219,2234,Southcide 13,
2220,2235,Kokane,"['West Coast hip hop', 'G-funk', 'Rhythm and blues']"
2221,2236,Ice Cube,
2222,2237,Busta Flex,
2223,2238,Above the Law,
2224,2239,Ant Banks,
2225,2240,Unité 2 Feu,
2226,2241,Nate Dogg,"['West Coast hip hop', 'Contemporary R&B', 'G-funk', 'Hip hop soul']"
2227,2242,Wiz Khalifa,"['Hip hop music', 'Pop rap', 'Trap music']"
2228,2243,Swift Guad,
2229,2244,Alborosie,
2230,2245,Yella,"['Hip hop music', 'Gangsta rap']"
2231,2246,Orelsan,
2232,2247,Dr. Dre,
2233,2248,Domino,"['Rock and roll', 'Boogie-woogie', 'New Orleans rhythm and blues']"
2234,2249,Compton's Most Wanted,"['Hip-Hop/Rap', 'Pop']"
2235,2250,Lunatic,"['Hip-Hop/Rap', 'Alternative/Indie', 'Rock', 'Dance/Electronic', 'K-Pop']"
2236,2251,N.W.A,
2237,2252,Mobb Deep,
2238,2253,Warren G,"['Hip hop music', 'West Coast hip hop', 'G-funk']"
2239,2254,Brotha Lynch Hung,
2240,2255,MC Eiht,
2241,2256,Mr. X,"['Horror', 'Bollywood', 'Science fiction', 'Thriller', 'Superhero', 'Crime film']"
2242,2257,Lil Cuete,
2243,2258,2nd II None,
2244,2259,MSJ,
2245,2260,K-Dee,"['West Coast hip hop', 'Gangsta rap']"
2246,2261,Les Sales Blancs,
2247,2262,Foesum,
2248,2263,Big Moves,
2249,2264,Land of Talk,
2250,2265,Simon & Garfunkel,"['Pop', 'Rock']"
2251,2266,Kind of Like Spitting,
2252,2267,Maps & Atlases,
2253,2268,Dirty Projectors,
2254,2269,Page France,
2255,2270,The Octopus Project,"['Dance/Electronic', 'Electronic dance music']"
2256,2271,Death from Above 1979,
2257,2272,Alban Berg Quartet,
2258,2273,Tera Melos,
2259,2274,Werner Haas/Orchestre National de L'Opéra de Monte-Carlo/Alceo Galliera,
2260,2275,Werner Haas,
2261,2276,Pedro the Lion,
2262,2277,Feist,"['Dance/Electronic', 'Pop']"
2263,2278,Lake,
2264,2279,The Microphones,"['Rock', 'Dance/Electronic']"
2265,2280,The Apples in Stereo,
2266,2281,Deerhoof,
2267,2282,Born Ruffians,
2268,2283,Things People Say,
2269,2284,Broken Social Scene Presents: Brendan Canning,
2270,2285,The American Analog Set,
2271,2286,Big Weird Dutch People,
2272,2287,Dirty Projectors + Björk,
2273,2288,Django Reinhardt,"['Jazz', 'Gypsy jazz', 'Bebop', 'Romani music']"
2274,2289,Stereolab,
2275,2290,Sky Larkin,
2276,2291,No Kids,
2277,2292,Bill Evans,
2278,2293,Jean-Yves Thibaudet,
2279,2294,Braid,"['Alternative/Indie', 'Hip-Hop/Rap']"
2280,2295,Reverie Sound Revue,
2281,2296,Joe Pass,
2282,2297,Apostle of Hustle,
2283,2298,Sezen Aksu,
2284,2299,Zeki Müren,
2285,2300,Ezginin Günlüğü,
2286,2301,Ajda Pekkan,
2287,2302,Nazan Öncel,
2288,2303,Haris Alexiou,"['Pop', 'Rock']"
2289,2304,Yeni Türkü,
2290,2305,İlhan İrem,
2291,2306,Mikis Theodorakis,
2292,2307,Zülfü Livaneli,
2293,2308,Barış Manço,
2294,2309,Hande Yener,"['Pop', 'Dance/Electronic']"
2295,2310,Yıldız Tilbe,
2296,2311,Kostas Pavlidis,
2297,2312,Ahmet Kaya,
2298,2313,Amália Rodrigues,
2299,2314,Cem Karaca,
2300,2315,Mazhar Fuat Özkan,
2301,2316,Mor ve Ötesi,
2302,2317,Sertab Erener,
2303,2318,Nükhet Duru,
2304,2319,Nilüfer,
2305,2320,Candan Erçetin,
2306,2321,Müzeyyen Senar,
2307,2322,Zerrin Özer,
2308,2323,Baba Zula,"['Dance/Electronic', 'Alternative/Indie']"
2309,2324,Umay Umay,
2310,2325,Mehmet Güreli,
2311,2326,Loyko,
2312,2327,Funda Arar,
2313,2328,Hümeyra,
2314,2329,Selda Bağcan,
2315,2330,Goran Bregović,"['Rock', 'Jazz', 'Folk music', 'World music', 'Film score']"
2316,2331,Yasmin Levy,
2317,2332,Zuhal Olcay,
2318,2333,Emel Sayın,
2319,2334,Levent Yüksel,
2320,2335,Françoise Atlan,
2321,2336,Erkin Koray,
2322,2337,Düş Sokağı Sakinleri,
2323,2338,Şebnem Ferah,
2324,2339,Teoman,
2325,2340,Marissa Nadler,
2326,2341,Twisted Sister,
2327,2342,Dio,"['Rock', 'Hip-Hop/Rap']"
2328,2343,KISS,
2329,2344,Massacration,
2330,2345,Dee Snider,
2331,2346,Aerosmith,
2332,2347,Van Halen,
2333,2348,Desperado,
2334,2349,Hollywood Rose,
2335,2350,Buckcherry,
2336,2351,Joan Jett,
2337,2352,Creed,"['Rock', 'Hip-Hop/Rap', 'Pop']"
2338,2353,Highway,
2339,2354,Pariisin Kevät,
2340,2355,Von Hertzen Brothers,
2341,2356,Michael Monroe,"['Rock', 'Pop', 'Folk']"
2342,2357,The Wildhearts,"['Dance/Electronic', 'Rock']"
2343,2358,Uniklubi,
2344,2359,CMX,
2345,2360,Airbourne,
2346,2361,D-A-D,
2347,2362,Monster Magnet,
2348,2363,Hardcore Superstar,
2349,2364,The Hellacopters,
2350,2365,Audrey Horne,
2351,2366,Karnivool,"['Progressive metal', 'Rock']"
2352,2367,Tuvalu,"['Romance', 'Comedy', 'Drama', 'Experimental']"
2353,2368,Animal Alpha,
2354,2369,Type O Negative,
2355,2370,Amorphis,"['Death metal', 'Progressive metal', 'Metal', 'Rock']"
2356,2371,Day Eleven,"['Progressive metal', 'Rock']"
2357,2372,Backyard Babies,
2358,2373,Danko Jones,
2359,2374,Ghost Brigade,"['Progressive metal', 'Rock']"
2360,2375,Primus,"['Gospel', 'Rock']"
2361,2376,Jenni Vartiainen,
2362,2377,Sara,
2363,2378,Neaera,"['Death metal', 'Metal']"
2364,2379,Trivium,"['Progressive metal', 'Metal']"
2365,2380,Godsmack,"['Groove metal', 'Rock']"
2366,2381,Dethklok,"['Death metal', 'Metal']"
2367,2382,The Crimson Armada,"['Death metal', 'Rock']"
2368,2383,Amatory,
2369,2384,Unearth,
2370,2385,Flaw,"['Rock', 'Hip-Hop/Rap']"
2371,2386,Bleed From Within,"['Groove metal', 'Metal']"
2372,2387,Winds of Plague,"['Death metal', 'Metal']"
2373,2388,Before The Torn,
2374,2389,Sea of Treachery,
2375,2390,Mónica Naranjo,
2376,2391,Alejandra Guzmán,
2377,2392,Jessie James,"['Country music', 'Country']"
2378,2393,LeToya,
2379,2394,Celia Cruz,"['Salsa music', 'Guaracha', 'Son cubano', 'Bolero', 'Cuban rumba']"
2380,2395,Chayanne,
2381,2396,Yuri,
2382,2397,Patricia Rivera,
2383,2398,Final Fantasy,
2384,2399,The Lovely Feathers,
2385,2400,dd/mm/yyyy,
2386,2401,The Olivia Tremor Control,
2387,2402,Xiu Xiu,
2388,2403,Chore,
2389,2404,k-os,"['Hip-Hop/Rap', 'Alternative/Indie', 'Rock']"
2390,2405,TV on the Radio,
2391,2406,They Shoot Horses Don't They,"['Melodrama', 'Drama', 'Psychological thriller']"
2392,2407,Stars,
2393,2408,Destroyer,
2394,2409,Jeff Mangum,
2395,2410,The Waking Eyes,
2396,2411,The Ghost is Dancing,
2397,2412,The Music Tapes,
2398,2413,Patrick & Eugene,
2399,2414,Hugh Fraser,
2400,2415,Built to Spill,
2401,2416,The Fiery Furnaces,
2402,2417,Dan Deacon,"['Electronic dance music', 'Dance/Electronic']"
2403,2418,Mitch Hedberg,
2404,2419,Billie Holiday,"['Jazz', 'Classical', 'Traditional pop']"
2405,2420,Elf Power,
2406,2421,Billie Holiday & Teddy Wilson & His Orchestra,
2407,2422,Islands,
2408,2423,Owls & Crows,
2409,2424,The New Pornographers,
2410,2425,Copeland,
2411,2426,I See Stars,
2412,2427,Teddy Geiger,
2413,2428,Kyo,
2414,2429,Architects,"['Death metal', 'Progressive metal', 'Rock']"
2415,2430,From First to Last,
2416,2431,Luxuria,"['Alternative/Indie', 'Pop']"
2417,2432,Porcelain and the Tramps,
2418,2433,Coeur de Pirate,"['Folk music', 'Pop']"
2419,2434,A Cursive Memory,
2420,2435,Aloha From Hell,
2421,2436,Keith Urban,"['Country music', 'Country']"
2422,2437,Martina McBride,"['Country music', 'Country']"
2423,2438,Montana Skies,
2424,2439,Rascal Flatts,"['Country music', 'Country']"
2425,2440,Juanes,"['Hard rock', 'Thrash metal', 'Latin pop', 'Cumbia', 'Latin rock', 'Reggaeton', 'Spanish Language', 'Rock en español', 'Pop music']"
2426,2441,Celtic Woman,"['Folk music', 'Holiday']"
2427,2442,Garth Brooks,"['Country music', 'Country']"
2428,2443,Little Big Town,"['Country music', 'Country']"
2429,2444,Billy Joel,"['Alternative/Indie', 'Pop']"
2430,2445,Trace Adkins,"['Country music', 'Country']"
2431,2446,Howard Shore,"['Classical music', 'Orchestra', 'Film score']"
2432,2447,Phil Vassar,"['Country music', 'Country']"
2433,2448,Jo Dee Messina,"['Country music', 'Country']"
2434,2449,Brooks & Dunn,"['Country music', 'Country']"
2435,2450,Trisha Yearwood,"['Country music', 'Country']"
2436,2451,Josh Turner,"['Country music', 'Country']"
2437,2452,Laura Sullivan,
2438,2453,Tim McGraw,"['Country music', 'Country']"
2439,2454,Faith Hill,"['Country music', 'Country']"
2440,2455,Toby Keith,"['Country music', 'Country']"
2441,2456,Dierks Bentley,"['Country music', 'Country']"
2442,2457,Lonestar,"['Country music', 'Hip-Hop/Rap', 'Country']"
2443,2458,Nat King Cole,"['Traditional pop', 'Pop']"
2444,2459,Glenn Miller,"['Pop', 'Jazz']"
2445,2460,João Gilberto,"['Bossa nova', 'Samba', 'Latin jazz']"
2446,2461,Benedetti & Svoboda,
2447,2462,Reik,"['Pop', 'Dance/Electronic']"
2448,2463,Boston,"['Rock', 'Dance/Electronic']"
2449,2464,Selena Cross,
2450,2465,Alison Krauss,"['Country music', 'Country']"
2451,2466,Vince Gill,"['Country music', 'Country']"
2452,2467,George Strait,"['Country music', 'Country']"
2453,2468,Alan Jackson,"['Country music', 'Country', 'Jazz']"
2454,2469,Peter Gabriel,
2455,2470,Throbbing Gristle,
2456,2471,Current 93,
2457,2472,Foetus,"['Alternative/Indie', 'Rock', 'Dance/Electronic']"
2458,2473,Fantômas,"['Rock', 'Dance/Electronic']"
2459,2474,Insane Clown Posse,
2460,2475,Captain Beefheart & His Magic Band,"['Rock', 'Folk', 'Pop']"
2461,2476,Renaldo and The Loaf,
2462,2477,The Legendary Pink Dots,"['Alternative/Indie', 'Rock']"
2463,2478,Danny Elfman,"['Film score', 'Pop music', 'New wave']"
2464,2479,Twiztid,
2465,2480,Suicide,"['Electronic dance music', 'Dance/Electronic', 'Alternative/Indie', 'Rock', 'Pop', 'Metal']"
2466,2481,The Birthday Party,
2467,2482,Whitehouse,
2468,2483,King Missile,
2469,2484,Peeping Tom,"['Horror', 'Drama', 'Slasher', 'Suspense', 'Thriller', 'Psychological thriller', 'Mystery', 'Crime Fiction']"
2470,2485,Anybody Killa,
2471,2486,Psychic TV,
2472,2487,Happy Mondays,
2473,2488,Public Image Ltd.,
2474,2489,Kaada,
2475,2490,The Specials,
2476,2491,Mike Patton,"['Death metal', 'Progressive metal', 'Rock']"
2477,2492,FM Einheit,"['Dance/Electronic', 'Pop']"
2478,2493,Mr. Bungle,"['Death metal', 'R&B/Soul', 'Metal']"
2479,2494,Monte Cazazza,
2480,2495,Half Japanese,
2481,2496,Kid606,
2482,2497,IOSYS,
2483,2498,Basshunter,"['Electronic dance music', 'Dance/Electronic']"
2484,2499,Wiklund,
2485,2500,Scooter,"['Electronic dance music', 'Dance/Electronic']"
2486,2501,REDALiCE,
2487,2502,Nightcore,
2488,2503,dj TAKA,
2489,2504,YMCK,
2490,2505,Bloody Vomit Bukkake,
2491,2506,Morandi,"['Modern art', 'Metaphysical painting', 'Futurism', 'Realism']"
2492,2507,初音ミク,
2493,2508,Rocco,
2494,2509,Eric Prydz,
2495,2510,반야,
2496,2511,Lucky Twice,
2497,2512,KOTOKO,"['Pop', 'J-Pop']"
2498,2513,Millenium,"['Action', 'Drama', 'Thriller', 'Crime film', 'Miniseries', 'Mystery']"
2499,2514,Shaun Baker,"['Dance/Electronic', 'Folk']"
2500,2515,Agnieszka Chylińska,
2501,2516,I Cavalieri del re,
2502,2517,Sonic Alive feat. Kate Lesing,
2503,2518,Natalia Lesz,"['Pop', 'Electronic dance music', 'Dance/Electronic']"
2504,2521,Robyn,"['Electronic dance music', 'Dance/Electronic', 'Rock']"
2505,2522,Shaggy,"['Reggae fusion', 'Dancehall']"
2506,2523,Spice Girls,"['Pop', 'Electronic dance music']"
2507,2524,Mando Diao,"['Country music', 'Pop']"
2508,2525,Kid Rock,"['Country music', 'Rock', 'Hip-Hop/Rap']"
2509,2526,Sunrise Avenue,
2510,2530,Delorean,"['Alternative/Indie', 'Hip-Hop/Rap']"
2511,2531,Morrissey,
2512,2532,Super Furry Animals,"['Dance/Electronic', 'Alternative/Indie']"
2513,2533,The Drums,
2514,2534,Wild Nothing,
2515,2535,LCD Soundsystem,
2516,2536,Los Planetas,
2517,2537,Graham Coxon,
2518,2538,The Pains of Being Pure at Heart,
2519,2539,Beady Eye,
2520,2540,Los Punsetes,
2521,2541,Best Coast,
2522,2542,My Bloody Valentine,
2523,2543,Lolene,
2524,2544,KT Tunstall,"['Country music', 'Folk music', 'Rock']"
2525,2545,Paula Fernandes,"['Country music', 'Sertanejo']"
2526,2546,Vanessa Carlton,"['Pop', 'Alternative/Indie']"
2527,2547,Hairspray (Soundtrack to the Motion Picture),['Pop']
2528,2548,Wanessa,"['Pop', 'Electronic dance music']"
2529,2549,Lu Alone,"['Contemporary Christian music', 'Pop rock']"
2530,2550,vanessa carllton,"['Pop', 'Alternative/Indie']"
2531,2551,Boom Crash Opera,
2532,2552,Culture Club,
2533,2553,Bay City Rollers,
2534,2554,Hall & Oates,
2535,2555,Naturally 7,
2536,2556,The Power Station,
2537,2557,The Unknownn,
2538,2558,Toto,
2539,2559,Kajagoogoo,
2540,2560,Boz Scaggs,
2541,2561,Julian Lennon,
2542,2562,Arcadia,
2543,2563,Graham Bonnet,"['Rock', 'Traditional pop']"
2544,2564,Ricki-Lee,
2545,2565,Extreme,
2546,2566,Peter Cox,
2547,2567,Paul Young,"['Pop', 'Hip-Hop/Rap']"
2548,2568,Billy Connolly,"['Observational comedy', 'Ribaldry', 'Comedy music']"
2549,2569,Styx,"['Alternative/Indie', 'Rock', 'Dance/Electronic', 'Hip-Hop/Rap']"
2550,2570,The Doobie Brothers,
2551,2571,Bananarama,
2552,2572,Minus the Bear,
2553,2573,The Appleseed Cast,
2554,2574,The Fall of Troy,"['Progressive metal', 'Rock']"
2555,2575,This Town Needs Guns,
2556,2576,Protest The Hero,"['Progressive metal', 'Rock']"
2557,2577,Johnny Foreigner,
2558,2578,Idiot Pilot,"['Dance/Electronic', 'Electronic dance music', 'Alternative/Indie']"
2559,2579,Between the Buried and Me,"['Progressive metal', 'Death metal', 'Metal']"
2560,2580,Biffy Clyro,"['Progressive metal', 'Alternative/Indie']"
2561,2581,Fields,
2562,2582,Foals,
2563,2583,The Most Serene Republic,
2564,2584,Rogue Wave,"['Rock', 'Dance/Electronic']"
2565,2585,toe,
2566,2586,Born of Osiris,"['Death metal', 'Progressive metal', 'Metal']"
2567,2587,Late of the Pier,"['Electronic dance music', 'Dance/Electronic', 'Pop']"
2568,2588,The Arusha Accord,"['Progressive metal', 'Metal']"
2569,2589,WinterKids,
2570,2590,Auto!Automatic!!,
2571,2591,The Maccabees,"['Alternative/Indie', 'Rock']"
2572,2592,Hope of the States,
2573,2593,Battles,
2574,2594,SikTh,"['Progressive metal', 'Metal']"
2575,2595,Slash,
2576,2596,Maria Daniela Y Su Sonido Lasser,
2577,2597,Los Concorde,
2578,2598,will.i.am,
2579,2599,carla morrison,
2580,2600,We Are Scientists,
2581,2601,Mystery Jets,
2582,2602,Delphic,
2583,2603,Sel,
2584,2604,Gravel,
2585,2605,Bonobo,"['Dance/Electronic', 'Hip-Hop/Rap']"
2586,2606,The Stone Roses,"['Alternative/Indie', 'Pop']"
2587,2607,The Script,
2588,2608,City and Colour,
2589,2609,UB40,
2590,2610,The Temper Trap,"['Alternative/Indie', 'Hip-Hop/Rap']"
2591,2611,The Vaccines,
2592,2612,Newton Faulkner,
2593,2613,Mr Hudson & The Library,
2594,2614,Razorlight,
2595,2615,Cast,
2596,2616,Nouvelle Vague,"['Rock', 'Pop']"
2597,2617,Pierce the Veil,
2598,2618,Before Their Eyes,"['Rock', 'Dance/Electronic']"
2599,2619,VersaEmerge,"['Alternative/Indie', 'Rock', 'Dance/Electronic', 'Hip-Hop/Rap']"
2600,2620,Beatallica,"['Mashup', 'Rock']"
2601,2621,We Came As Romans,"['Dance/Electronic', 'Metal']"
2602,2622,Pokémon,
2603,2623,Nightmare,
2604,2624,Frank Zappa,"['Rock', 'Blues', 'Experimental music', 'Jazz', 'Classical music', 'Pop music', 'Avant-garde music', 'Doo-wop']"
2605,2625,Barenaked Ladies,
2606,2626,Randy Newman,"['Pop music', 'Rhythm and blues', 'Americana']"
2607,2627,Ben Folds,
2608,2628,The Weakerthans,
2609,2629,Elvis Costello,
2610,2630,Paul Simon,"['Pop', 'Folk music', 'Dance/Electronic']"
2611,2631,Gilbert & Sullivan,
2612,2632,Rufus Wainwright,
2613,2633,Elvis Costello & The Attractions,"['New wave', 'Power pop', 'Punk rock', 'Pub rock']"
2614,2634,Stephen Sondheim,
2615,2635,Jason Robert Brown,
2616,2636,Paddy Milner,
2617,2637,Sublime,"['Rock', 'Dance/Electronic', 'Latin Urbano']"
2618,2638,Ella Fitzgerald,
2619,2639,Ben Folds Five,
2620,2640,Neko Case,
2621,2641,Calexico,"['Country music', 'Alternative/Indie']"
2622,2642,The Mothers of Invention,"['Rock', 'Pop']"
2623,2643,Thursday,"['K-Pop', 'Punk']"
2624,2644,Hayko Cepkin,"['Rock', 'Death metal']"
2625,2645,Alexander Rybak,"['Pop', 'Alternative/Indie']"
2626,2646,Manga,
2627,2647,Bill,
2628,2648,The Beat,"['Rock', 'Reggae']"
2629,2649,Alfonso Moreno-Guitar,
2630,2650,Bozkurt,
2631,2651,Bilal Serbest,
2632,2652,The Classic Crime,
2633,2653,A Rocket to the Moon,
2634,2654,Bloodbath,
2635,2655,Reação em Cadeia,
2636,2656,Finley,
2637,2657,Sonohra,
2638,2658,Studio 3,
2639,2659,Modà,"['Pop', 'Dance/Electronic']"
2640,2660,Bidê ou Balde,
2641,2661,Anberlin,
2642,2662,Lost,"['Serial', 'Drama', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure', 'Action fiction', 'Supernatural drama', 'Occult Fiction']"
2643,2663,Acústicos & Valvulados,
2644,2664,Lordi,"['Progressive metal', 'Rock']"
2645,2665,The Cab,
2646,2666,This Providence,
2647,2667,The Flashbulb,"['Dance/Electronic', 'Electronic dance music']"
2648,2668,Amon Tobin,"['Dance/Electronic', 'Rock']"
2649,2669,µ-Ziq,
2650,2670,Chris Clark,"['Dance/Electronic', 'Hip-Hop/Rap']"
2651,2671,Kettel,
2652,2672,Clark,"['Dance/Electronic', 'Hip-Hop/Rap']"
2653,2673,Plaid,"['Rock', 'Dance/Electronic', 'Pop']"
2654,2674,Boxcutter,"['Dance/Electronic', 'Hip-Hop/Rap']"
2655,2675,Ellen Allien & Apparat,
2656,2676,Tycho,
2657,2677,Bola,
2658,2678,Bong-Ra,
2659,2679,Shitmat,"['Mashup', 'Dance/Electronic']"
2660,2680,Acrnym,
2661,2681,The Future Sound of London,"['Electronic dance music', 'Dance/Electronic']"
2662,2682,Stendeck,"['Electronic dance music', 'Dance/Electronic']"
2663,2683,Doormouse,
2664,2684,Duran Duran Duran,
2665,2685,Cardopusher,
2666,2686,Knifehandchop,
2667,2687,Hrvatski,
2668,2688,Wagon Christ,"['Dance/Electronic', 'Hip-Hop/Rap']"
2669,2689,Sickboy,"['Pop music', 'Dance/Electronic']"
2670,2690,Abfahrt Hinwil,
2671,2691,Telefon Tel Aviv,
2672,2692,Xanopticon,
2673,2693,Sabrepulse,
2674,2694,Last Step,"['Breakcore', 'Intelligent dance music', 'Drum and bass', 'Gabber', 'Industrial music', 'Hyperpop', 'Noise music', '20th-century classical music', 'Experimental music']"
2675,2695,Frog Pocket,"['Folk music', 'Dance/Electronic']"
2676,2696,Bit Shifter,
2677,2697,belladonnakillz,
2678,2698,Public Enemy,
2679,2699,Кровосток,
2680,2700,The Speed Freak,"['Dance/Electronic', 'Alternative/Indie', 'Rock']"
2681,2701,Swampyboy,
2682,2702,Bondage Fairies,
2683,2703,Ed Cox,
2684,2704,Рубль,
2685,2705,minusbaby,
2686,2706,Angerfist,
2687,2707,Linde,
2688,2708,The Rapture,"['Dance/Electronic', 'Pop']"
2689,2709,AleX Tune,
2690,2710,Kodek,
2691,2711,Parov Stelar,"['Dance/Electronic', 'Rock']"
2692,2712,Firebrand Boy,"['Electronic music', 'Chiptune', 'Pop music']"
2693,2713,Ноггано,"['Hip-Hop/Rap', 'Pop', 'Alternative/Indie', 'Rock']"
2694,2714,DJ Spinbad,
2695,2715,Bonaparte,
2696,2716,DJ Shadow,
2697,2717,64revolt,
2698,2718,Rotator,"['Indie game', 'Casual game', 'Strategy']"
2699,2719,KOSMOPOP2,
2700,2720,Electric Dragon,"['Alternative/Indie', 'Dance/Electronic']"
2701,2721,MICROCOBRA,
2702,2722,Snork25,
2703,2723,Set Your Goals,
2704,2724,Otto von Schirach,
2705,2725,8[bit]chyfruit,
2706,2726,14 Year Old Girls,
2707,2727,Maladroit,
2708,2728,Gidropony,
2709,2729,Bullfrog,
2710,2730,Leviathan,"['Steampunk', 'Biopunk', 'Alternate history']"
2711,2731,Кажэ Обойма,
2712,2732,Кожаный Олень,
2713,2733,Uoki-Toki,
2714,2734,Neuro Dubel,"['Rock', 'Alternative/Indie']"
2715,2735,Ляпис Трубецкой,
2716,2736,Бригадный Подряд,
2717,2737,Boney neM,
2718,2738,Bloodhound Gang,"['Rock', 'Dance/Electronic']"
2719,2739,Sacred Steel,
2720,2740,Dezperadoz,
2721,2741,N.R.M.,
2722,2742,Steppenwolf,
2723,2743,Ногу Свело!,
2724,2744,Machine Head,"['Death metal', 'Groove metal', 'Progressive metal', 'Metal']"
2725,2745,Robert Miles,"['Electronic dance music', 'Dance/Electronic']"
2726,2746,Korpiklaani,
2727,2747,Дельфин,"['Alternative/Indie', 'Rock', 'Dance/Electronic']"
2728,2748,Катетер,
2729,2749,Deathspell Omega,"['Progressive metal', 'Rock']"
2730,2750,Hate,
2731,2751,Watain,
2732,2752,Dead Congregation,"['Death metal', 'Rock']"
2733,2753,Antaeus,
2734,2754,Funeral Mist,
2735,2755,1349,
2736,2756,Xasthur,
2737,2757,Ihsahn,"['Progressive metal', 'Metal']"
2738,2758,Aosoth,
2739,2759,Hour of Penance,"['Death metal', 'Metal']"
2740,2760,Glorior Belli,
2741,2761,Akercocke,"['Death metal', 'Progressive metal', 'Metal']"
2742,2762,Aeon,"['Death metal', 'Rock']"
2743,2763,Decapitated,"['Death metal', 'Metal']"
2744,2764,Morbosidad,
2745,2765,Vader,"['Death metal', 'Metal']"
2746,2766,Nightbringer,
2747,2767,Merrimack,
2748,2768,Ulcerate,"['Death metal', 'Metal']"
2749,2769,Anata,"['Death metal', 'Rock']"
2750,2770,Teratism,
2751,2771,Russian Circles,
2752,2772,Blut aus Nord,
2753,2773,Le Scrawl,
2754,2774,Dark Funeral,
2755,2775,dredg,
2756,2776,Unholy Matrimony,"['Action', 'Drama', 'Thriller']"
2757,2777,Malfeitor,
2758,2778,Cryptopsy,"['Death metal', 'Metal']"
2759,2779,Arkhon Infaustus,"['Death metal', 'Rock']"
2760,2780,Lita Ford,
2761,2781,Vains of Jenna,
2762,2782,Vixen,"['Rock', 'Hip-Hop/Rap']"
2763,2783,Lenny Kravitz,
2764,2784,Hanoi Rocks,
2765,2785,Sixx:A.M.,
2766,2786,Janis Joplin,"['Country music', 'Rock']"
2767,2787,Whitesnake,
