tagID,count,tagValue,translated
6894,4,houston,houston
10366,4,funkalistic,funkalistic
12540,4,recommended to me,recommended to me
1336,4,american blues scene,american blues scene
687,4,abba,abba
6626,4,late night love,late night love
12057,4,speed,speed
9550,4,a capella,a capella
1334,4,ameribluesscene,ameribluesscene
1335,4,blueartistgroup,blueartistgroup
1305,4,ost,ost
205,4,urban pop,urban pop
10368,4,liiive,liiive
12539,4,lmfao,lmfao
9228,4,southern country rock,southern country rock
263,4,80s garage,80s garage
790,4,soundrack of my life,soundrack of my life
99,4,sunshine,sunshine
6630,4,jeffrey lewis,jeffrey lewis
7007,4,should be played loudly,should be played loudly
6229,4,gnawa,gnawa
50,4,modern classical,modern classical
31,4,hi-nrg,hi-nrg
718,4,christmas songs,christmas songs
254,4,freakbeat,freakbeat
9227,4,sun rockabilly,sun rockabilly
267,4,psychedelic garage revival,psychedelic garage revival
12645,4,symbiosis,symbiosis
6642,4,carnaval,carnaval
7008,4,powerfull,powerfull
2980,3,linkin park,linkin park
10132,3,reversed guitar,reversed guitar
10137,3,true goth emo,true goth emo
3439,3,goosebumps,goosebumps
3425,3,sea,sea
6734,3,american beauty,american beauty
3435,3,menace,menace
10119,3,uhhhh,uhhhh
10130,3,white lightning,white lightning
3433,3,5 star song,5 star song
2982,3,aj,aj
3431,3,western-ish,western-ish
3430,3,thunder,thunder
3429,3,separation,separation
3426,3,longing,longing
8311,3,heard live,heard live
6731,3,kill bill,kill bill
3428,3,bitter,bitter
2983,3,aly,aly
3427,3,resignation,resignation
6627,3,90s fun,90s fun
2991,3,male vocal,male vocal
2978,3,three days grace,three days grace
5326,3,bounce,bounce
12098,3,melodious,melodious
12074,3,butterfly boucher,butterfly boucher
3581,3,karadeniz,karadeniz
5389,3,sickness,sickness
10991,3,cabelo ruim,cabelo ruim
10990,3,poota,poota
8265,3,polish hip-hop,polish hip-hop
3594,3,forbidden sounds group,forbidden sounds group
8262,3,summer 2010,summer 2010
5199,3,choon,choon
12224,3,emilie simon,emilie simon
2890,3,amazing songs,amazing songs
3604,3,jimmy page,jimmy page
3606,3,70s rock,70s rock
2889,3,fallout,fallout
2882,3,the king,the king
9645,3,atelier,atelier
3619,3,signed,signed
3561,3,high school,high school
6741,3,final fantasy,final fantasy
555,3,industrial pop,industrial pop
3467,3,enigma,enigma
6607,3,neo-progressive metal,neo-progressive metal
553,3,wigger,wigger
3457,3,sigur ros,sigur ros
3462,3,cocteau twins,cocteau twins
3463,3,bjork,bjork
11165,3,brazilian jazz,brazilian jazz
579,3,intelligent electro,intelligent electro
10665,3,punk sound,punk sound
12222,3,pat appleton,pat appleton
10246,3,my day sucks,my day sucks
549,3,hardrock,hardrock
3499,3,kiwi,kiwi
12221,3,moscow,moscow
5235,3,ukraine,ukraine
10247,3,now i can dance,now i can dance
3527,3,madchester,madchester
2994,3,bubblegoth,bubblegoth
703,3,fucking sexy,fucking sexy
3012,3,hayley williams,hayley williams
3268,3,progressive electronic,progressive electronic
5357,3,mind-bursting,mind-bursting
9560,3,popao,popao
634,3,americans,americans
9558,3,forever,forever
3263,3,progressive black metal,progressive black metal
5321,3,97x,97x
8442,3,icarly,icarly
10622,3,depression is kicking in,depression is kicking in
3258,3,urban contemporary rnb,urban contemporary rnb
8398,3,80s stuff,80s stuff
5369,3,rick-villa,rick-villa
673,3,supersonic,supersonic
5372,3,lupe fiasco,lupe fiasco
10141,3,italiano,italiano
9581,3,robert pattinson,robert pattinson
621,3,battle metal,battle metal
7529,3,praise,praise
648,3,thalia,thalia
3015,3,anna tsuchiya,anna tsuchiya
9570,3,queensryche,queensryche
10437,3,ihaa,ihaa
5330,3,gay fish,gay fish
10438,3,russian underground hip-hop,russian underground hip-hop
12138,3,nigga stole ma bike,nigga stole ma bike
3159,3,relaxed,relaxed
5323,3,village,village
10114,3,magnificently mediocre,magnificently mediocre
6647,3,stand-up comedy,stand-up comedy
3245,3,trashy,trashy
12136,3,my ballz in your mouth :3,my ballz in your mouth :3
3219,3,awesome lyrics,awesome lyrics
3141,3,kamelot,kamelot
3136,3,dream theater,dream theater
651,3,pop teen,pop teen
9562,3,little miss sunshine soundtrack,little miss sunshine soundtrack
3243,3,poetic,poetic
5373,3,south rap,south rap
12174,3,toured with,toured with
8388,3,best rock,best rock
12126,3,pretty much amazing,pretty much amazing
5306,3,creepy but amazing,creepy but amazing
3388,3,cyndi lauper,cyndi lauper
8463,3,alternative  punk,alternative  punk
3389,3,sandra,sandra
5305,3,optimistic,optimistic
11071,3,sex music,sex music
6725,3,a,a
8468,3,miscellaneous,miscellaneous
8387,3,boy :d,boy :d
3400,3,bep,bep
584,3,new kid on the block,new kid on the block
10371,3,gta4,gta4
3411,3,amy winehouse,amy winehouse
582,3,goff,goff
3038,3,womanizer,womanizer
6727,3,dumb and dumber,dumb and dumber
10103,3,terrorcore,terrorcore
5307,3,favourite lyrics,favourite lyrics
3054,3,happy hardcore,happy hardcore
7552,3,visual kei n-n,visual kei n-n
8386,3,furnoo lovers,furnoo lovers
6660,3,skid row,skid row
3279,3,the kooks,the kooks
3285,3,snow patrol,snow patrol
3287,3,kings of leon,kings of leon
5374,3,street vanacular,street vanacular
3292,3,my chemical romance,my chemical romance
3309,3,adam young,adam young
10314,3,mountain road trip music,mountain road trip music
5376,3,emir,emir
3323,3,playback,playback
3352,3,ghost drone,ghost drone
12181,3,tunes,tunes
7550,3,oshare kei :,oshare kei :
3365,3,songs to make love to,songs to make love to
8242,3,relax del chido,relax del chido
9675,3,tricky,tricky
3620,3,dj gk,dj gk
272,3,garage surf,garage surf
7916,3,songs i can play,songs i can play
9773,3,soundtrack to my life,soundtrack to my life
9778,3,favourite song ever,favourite song ever
7906,3,unplugged,unplugged
12370,3,spinetta,spinetta
4864,3,i want back to the 80s,i want back to the 80s
12373,3,calamaro,calamaro
7671,3,mariage blanc,mariage blanc
4267,3,new orleans,new orleans
4280,3,my teens,my teens
7014,3,personal favourites,personal favourites
7672,3,pittsburgh,pittsburgh
255,3,rock espanol,rock espanol
4303,3,best of 2007,best of 2007
7882,3,vnv nation,vnv nation
7880,3,information society,information society
246,3,pop espanol,pop espanol
7678,3,beach boys,beach boys
10742,3,nice vocals,nice vocals
4334,3,death thrash,death thrash
4237,3,texas,texas
10219,3,archive,archive
7921,3,lmli,lmli
4217,3,beauty,beauty
7649,3,awesome voice,awesome voice
4114,3,spanish indie pop,spanish indie pop
10872,3,old school hip hop,old school hip hop
331,3,pain,pain
4123,3,kvlt,kvlt
9760,3,south represent,south represent
7956,3,i came,i came
4910,3,simple,simple
326,3,wale,wale
4909,3,addicted,addicted
7951,3,overrated hipster garbage,overrated hipster garbage
320,3,chilean,chilean
9911,3,someone in my family is famous,someone in my family is famous
4902,3,cher,cher
9768,3,across the universe soundtrack,across the universe soundtrack
12341,3,excelent,excelent
4179,3,bittersweet,bittersweet
7012,3,precision musicianship,precision musicianship
4208,3,one hit wonder,one hit wonder
4837,3,experimental black metal,experimental black metal
7006,3,loved at first listen,loved at first listen
12406,3,anthony green,anthony green
4504,3,steven wilson,steven wilson
4513,3,south africa,south africa
4542,3,ambiental,ambiental
4767,3,buffy,buffy
9833,3,world beats,world beats
12542,3,i melted,i melted
10209,3,sade,sade
4745,3,esc,esc
12544,3,in bloom,in bloom
9846,3,poem,poem
9857,3,future,future
4627,3,squarepusher,squarepusher
4729,3,great dancers,great dancers
4648,3,lamb,lamb
7769,3,chris cornell,chris cornell
4649,3,kraftwerk,kraftwerk
4651,3,nine inch nails,nine inch nails
4656,3,portishead,portishead
7750,3,layne staley,layne staley
6959,3,vocal femenino,vocal femenino
93,3,israeli,israeli
4498,3,true blood,true blood
4364,3,pagan black metal,pagan black metal
10370,3,big bands,big bands
219,3,whore,whore
4369,3,anahi,anahi
4816,3,j-cuties,j-cuties
218,3,slut,slut
9809,3,songs that rocked my world :p,songs that rocked my world :p
4392,3,we love the 80s,we love the 80s
4803,3,musica brasileira,musica brasileira
10360,3,teen punk,teen punk
4802,3,gta iv,gta iv
4412,3,pop sensation,pop sensation
4413,3,rock metal,rock metal
4414,3,pop female,pop female
6910,3,real country,real country
4435,3,indie/rock,indie/rock
166,3,death cab for cutie,death cab for cutie
10745,3,i could listen to this forever,i could listen to this forever
4470,3,indy hip-hop,indy hip-hop
12523,3,mittelalter,mittelalter
10369,3,not rnb,not rnb
334,3,palestine,palestine
7015,3,powerful lyrics,powerful lyrics
10976,3,johnny cash,johnny cash
9920,3,hiv positive,hiv positive
7596,3,inflight music,inflight music
3712,3,soft music,soft music
3745,3,the doors,the doors
5085,3,chanting,chanting
10954,3,paul oakenfold,paul oakenfold
8111,3,escuta isso por favor,escuta isso por favor
2880,3,swedish rock,swedish rock
5066,3,jordin sparks,jordin sparks
489,3,taylor momsen,taylor momsen
5063,3,simple plan,simple plan
10719,3,john mayer,john mayer
3835,3,falsetto,falsetto
6822,3,power violence,power violence
446,3,grunge rock,grunge rock
10388,3,fave tracks two,fave tracks two
436,3,angra,angra
423,3,helloween,helloween
7618,3,nikki sixx,nikki sixx
5054,3,romanian,romanian
8062,3,cover versions,cover versions
7595,3,wide horizon,wide horizon
3707,3,norwegian metal,norwegian metal
10962,3,melodic punk,melodic punk
12237,3,dark psychedelic trance,dark psychedelic trance
6768,3,bolno,bolno
5184,3,melodic hard rock,melodic hard rock
518,3,hungarian,hungarian
3659,3,fucking selfdeep,fucking selfdeep
8231,3,your ears will bleed,your ears will bleed
8219,3,too long but genious,too long but genious
6770,3,who is goth lol,who is goth lol
9654,3,keeper,keeper
10243,3,insane classical motives,insane classical motives
3671,3,-pearl fashion music,-pearl fashion music
6772,3,fuckin covers,fuckin covers
3675,3,al jourgensen,al jourgensen
8202,3,melodifestivalen,melodifestivalen
3676,3,funk metal,funk metal
8200,3,male version,male version
6773,3,industrial black metal,industrial black metal
3688,3,female-vocalists,female-vocalists
5137,3,road trip,road trip
10963,3,imperative reaction,imperative reaction
7035,3,civil rights movement,civil rights movement
12275,3,hymns,hymns
3873,3,aly and aj,aly and aj
3962,3,mactonight essential,mactonight essential
4976,3,loud,loud
3969,3,beat,beat
3981,3,deep-house,deep-house
9729,3,grupo feminimo,grupo feminimo
12307,3,american idol 6,american idol 6
4012,3,datura,datura
6860,3,john foxx,john foxx
9738,3,rox,rox
7018,3,fucking brilliant,fucking brilliant
12312,3,deutschland sucht den superstar 5,deutschland sucht den superstar 5
10234,3,metal meltdown,metal meltdown
4048,3,neo prog,neo prog
4051,3,early heavy metal,early heavy metal
4053,3,manguebeat,manguebeat
4057,3,sarah brightman,sarah brightman
7017,3,personal meaning,personal meaning
7645,3,diego12,diego12
6865,3,ragtime,ragtime
4087,3,paris hilton,paris hilton
3963,3,spacey,spacey
8012,3,joy division,joy division
8054,3,especiales,especiales
374,3,ateens,ateens
12276,3,soul searching,soul searching
3876,3,78violet,78violet
3889,3,melhor da alemanha,melhor da alemanha
6827,3,boogie,boogie
3910,3,melhor banda do mundo,melhor banda do mundo
3920,3,awesomesauce,awesomesauce
4984,3,em,em
402,3,the king of pop,the king of pop
10903,3,tune,tune
8029,3,tv themes,tv themes
3931,3,british reggae,british reggae
3948,3,desert rock,desert rock
4980,3,shady,shady
12302,3,the last song,the last song
8019,3,russian gay,russian gay
3959,3,mactonight fav,mactonight fav
8017,3,gay as hell,gay as hell
3960,3,dancey,dancey
6857,3,steve stevens,steve stevens
7475,3,bluesrock,bluesrock
9176,3,all time favorite,all time favorite
5877,3,sexiest man in the world,sexiest man in the world
2097,3,rock female,rock female
1103,3,industri,industri
8851,3,random,random
2093,3,german thrash metal,german thrash metal
11804,3,songs that make me want to eat cake,songs that make me want to eat cake
8848,3,more,more
8847,3,harmonisch ambient classical new nu classic,harmonisch ambient classical new nu classic
11805,3,1337,1337
11806,3,leet,leet
6358,3,kazakistan,kazakistan
7178,3,vocal house,vocal house
1141,3,musicals,musicals
2100,3,jesse mccartney,jesse mccartney
5909,3,dominican metal,dominican metal
5894,3,rock brasileiro,rock brasileiro
2136,3,garbage city radio,garbage city radio
5889,3,estonian,estonian
11395,3,spiritual trance,spiritual trance
11392,3,ghazal,ghazal
11390,3,ottoman art,ottoman art
8828,3,bard metal,bard metal
9315,3,awesomecore,awesomecore
7327,3,gypsy punk,gypsy punk
6349,3,kazakhstan,kazakhstan
2079,3,punk77,punk77
1128,3,spice girls,spice girls
2024,3,brazilian metal,brazilian metal
10299,3,girlsband,girlsband
8882,3,saxophones,saxophones
5928,3,ramonesy,ramonesy
5927,3,beatles cover,beatles cover
11797,3,overplayed,overplayed
2055,3,progressive hardcore,progressive hardcore
2067,3,ireland,ireland
8869,3,paint-the-world-in-colour,paint-the-world-in-colour
8868,3,finale,finale
8867,3,cello rock,cello rock
1122,3,you,you
11799,3,i like girls,i like girls
2069,3,horror,horror
11800,3,impressive,impressive
9308,3,catolica,catolica
9309,3,religious,religious
2076,3,cybercore,cybercore
11387,3,ottoman classical,ottoman classical
11386,3,jihad songs,jihad songs
2149,3,satire,satire
11345,3,mixed vocals,mixed vocals
11330,3,godlike people of awesomeness,godlike people of awesomeness
2243,3,folk blues,folk blues
2245,3,contemporary folk,contemporary folk
5805,3,exactly,exactly
2266,3,poland,poland
997,3,pure love,pure love
10473,3,rocknroll,rocknroll
5775,3,constellation records,constellation records
11902,3,boy with guitar,boy with guitar
9419,3,fucking good,fucking good
7142,3,trash,trash
976,3,true synthpop,true synthpop
6474,3,post-black metal,post-black metal
9426,3,s-r-b-i-j-a,s-r-b-i-j-a
2298,3,squartet,squartet
5766,3,better than the original,better than the original
7140,3,utada hikaru,utada hikaru
11917,3,oh canada,oh canada
5757,3,motivating,motivating
1007,3,g-funk,g-funk
1008,3,bandana music,bandana music
2150,3,they might be giants,they might be giants
1019,3,jazz core,jazz core
6361,3,native american flute,native american flute
10270,3,download,download
6365,3,turk dunyasi,turk dunyasi
6367,3,song that makes me cry,song that makes me cry
7338,3,tilavet,tilavet
7155,3,close your eyes and imagine,close your eyes and imagine
7340,3,coran,coran
7341,3,kari,kari
6389,3,bonus track,bonus track
2182,3,bones,bones
5878,3,2000s diva,2000s diva
2188,3,pagode,pagode
2189,3,brazilian country,brazilian country
11380,3,le saint quran,le saint quran
4691,3,maroon 5,maroon 5
1037,3,banu kirbag,banu kirbag
2225,3,korean music,korean music
2226,3,burlesque,burlesque
2228,3,blonde,blonde
2018,3,rock-n-roll,rock-n-roll
8896,3,notag,notag
7400,3,fado,fado
6274,3,bitchy lyrics,bitchy lyrics
9204,3,rockin hillbilly,rockin hillbilly
11630,3,broken beat,broken beat
9205,3,hillbilly boogie,hillbilly boogie
6273,3,next big thing,next big thing
1633,3,ne-yo,ne-yo
11628,3,jazzy house,jazzy house
1639,3,michael,michael
11626,3,atmospheric drum and bass,atmospheric drum and bass
6160,3,girlband,girlband
6275,3,happy song,happy song
7194,3,olimpo dei migliori,olimpo dei migliori
1657,3,make me wanna scream,make me wanna scream
6145,3,good charlotte,good charlotte
1295,3,pop queen,pop queen
1663,3,for haters,for haters
1664,3,live track,live track
1666,3,tracks i would put on a movie soundtrack,tracks i would put on a movie soundtrack
1673,3,femme fatale,femme fatale
1293,3,entertainer,entertainer
1740,3,trance metal,trance metal
6258,3,psy chill,psy chill
1313,3,blackout,blackout
1597,3,folktronic,folktronic
1321,3,best song,best song
7243,3,lyrical brilliance,lyrical brilliance
1375,3,carrie underwood,carrie underwood
6203,3,je,je
11696,3,songs that cheer me up,songs that cheer me up
11695,3,dancante,dancante
1337,3,guitar karlsruhe,guitar karlsruhe
1472,3,nelly,nelly
11672,3,german rap,german rap
9189,3,x-factor,x-factor
1508,3,jack johnson,jack johnson
1333,3,american blues artist group,american blues artist group
1536,3,synthrock,synthrock
1331,3,guns n roses,guns n roses
1555,3,noruego,noruego
1569,3,dreaming,dreaming
7265,3,downtempo custom,downtempo custom
6167,3,uk punk,uk punk
1588,3,king of music,king of music
11634,3,disco house,disco house
9232,3,ambient techno,ambient techno
11580,3,hip hop soul,hip hop soul
8996,3,enchanting,enchanting
1874,3,powerhouse voice,powerhouse voice
1231,3,loneliness,loneliness
1226,3,1973,1973
6021,3,bow down,bow down
6340,3,lily allen,lily allen
1211,3,synth indie rock,synth indie rock
1926,3,download required,download required
5997,3,extreme progressive metal,extreme progressive metal
1947,3,past tense,past tense
1207,3,fergie,fergie
11473,3,brainy,brainy
8911,3,blues rock guitarist,blues rock guitarist
7196,3,intense sadness,intense sadness
1160,3,classic pop,classic pop
1980,3,scream along,scream along
11450,3,hardcoregutural,hardcoregutural
1984,3,marilyn manson,marilyn manson
8902,3,bardic,bardic
1157,3,big hair,big hair
2008,3,the strokes,the strokes
6036,3,pop life,pop life
11525,3,orient,orient
6292,3,life,life
6316,3,great solo,great solo
1772,3,chilling,chilling
1776,3,incredible,incredible
6070,3,altrock,altrock
6051,3,chilled,chilled
1800,3,cap,cap
1801,3,post-dubstep,post-dubstep
6050,3,reasons to love 80s,reasons to love 80s
6293,3,high,high
11533,3,newgaze,newgaze
1853,3,alt,alt
9247,3,poesia,poesia
6043,3,novelas,novelas
6042,3,trilhas,trilhas
6039,3,pantanal,pantanal
9248,3,aumenta o volume,aumenta o volume
8953,3,listen while crying and feeling like shit,listen while crying and feeling like shit
6311,3,us metal,us metal
1867,3,chills,chills
11527,3,arabica,arabica
5750,3,ska-punk,ska-punk
3030,3,pussycat,pussycat
5741,3,the new wave of classic rock,the new wave of classic rock
8618,3,teddy,teddy
8629,3,greys anatomy soundtrack,greys anatomy soundtrack
7124,3,femme fronted metal,femme fronted metal
8626,3,gta vice city,gta vice city
11223,3,so sweet,so sweet
11221,3,super catchy,super catchy
5610,3,high school musical,high school musical
8617,3,namora,namora
2593,3,unknown,unknown
8616,3,birds of prey,birds of prey
817,3,mega awesome sweet fuckin hyperpowerful riff,mega awesome sweet fuckin hyperpowerful riff
8613,3,bad girls,bad girls
6555,3,berlin school,berlin school
809,3,great cover,great cover
807,3,helplessly singing along,helplessly singing along
8630,3,moonlight mile ost,moonlight mile ost
5617,3,j-hiphop,j-hiphop
6564,3,jazz piano,jazz piano
2481,3,techstep,techstep
11247,3,techno-industrial,techno-industrial
9456,3,slut wave,slut wave
2475,3,electro punk,electro punk
9457,3,gucci goth,gucci goth
2477,3,wanessa,wanessa
6516,3,krutt,krutt
11960,3,ozzy,ozzy
865,3,memphis soul,memphis soul
11961,3,mike bordin,mike bordin
6545,3,skram,skram
2529,3,1st vine,1st vine
10601,3,xxxmas,xxxmas
8650,3,tagged indie just for the sake of it i guess,tagged indie just for the sake of it i guess
2549,3,yorkshire,yorkshire
806,3,soundtrack of my dreams,soundtrack of my dreams
8604,3,bad days,bad days
5682,3,illadelph,illadelph
2816,3,quechua,quechua
2779,3,father of metal,father of metal
2781,3,black sabbath,black sabbath
2794,3,tbm,tbm
2801,3,dark folk,dark folk
2804,3,bsb,bsb
2815,3,romania,romania
776,3,gross meaning but good song,gross meaning but good song
11192,3,77 style punk,77 style punk
5422,3,post-industrial,post-industrial
7114,3,classic jazz,classic jazz
2849,3,original,original
2866,3,spears,spears
6582,3,afro-cuban,afro-cuban
12073,3,ben lee,ben lee
779,3,vanessa hudgens,vanessa hudgens
2759,3,epica,epica
12039,3,una mamada,una mamada
2693,3,death punk,death punk
11216,3,mississippi,mississippi
11210,3,buzzpop,buzzpop
12048,3,electrofunk,electrofunk
12050,3,the west coast sound of holland,the west coast sound of holland
2675,3,dancing queen,dancing queen
2676,3,most beautiful voices,most beautiful voices
2695,3,rock italiano,rock italiano
5518,3,born this way,born this way
12051,3,loops,loops
2698,3,cantautore,cantautore
2699,3,perfect song,perfect song
5524,3,swiss,swiss
2713,3,dance around your bedroom,dance around your bedroom
6578,3,jazz pianist,jazz pianist
8680,3,wierd-groove,wierd-groove
8614,3,kathy,kathy
6492,3,makes me trigger happy with the love button,makes me trigger happy with the love button
11941,3,mstrkrft,mstrkrft
2394,3,princess,princess
5714,3,hippie,hippie
2403,3,miley,miley
9965,3,pra deixar de bom humor,pra deixar de bom humor
11275,3,angry,angry
6484,3,colorado,colorado
9948,3,max martin,max martin
7411,3,tori amos,tori amos
9956,3,makes me wanna punch people for fun,makes me wanna punch people for fun
9946,3,good one,good one
2397,3,hardcore melodico,hardcore melodico
2386,3,abstract hip hop,abstract hip hop
5713,3,elephant 6,elephant 6
9964,3,music i like,music i like
5702,3,punk n roll,punk n roll
11274,3,rock out,rock out
5457,2,español,español
10744,2,hurts when i listen to it,hurts when i listen to it
4807,2,sertaneja,sertaneja
5455,2,heretics,heretics
6759,2,paradise kiss,paradise kiss
4856,2,david archuleta,david archuleta
5460,2,better than madonna,better than madonna
6106,2,promiscuos,promiscuos
6107,2,relaxxx,relaxxx
4848,2,skins,skins
6116,2,obsessive songs,obsessive songs
6156,2,acustic,acustic
5381,2,nas,nas
4842,2,creed,creed
5264,2,chamber pop,chamber pop
6631,2,jonathan richman,jonathan richman
6223,2,metall,metall
6086,2,japanese trance,japanese trance
6750,2,express yourself,express yourself
6745,2,jack black,jack black
4834,2,gaycore,gaycore
4831,2,pathogrind,pathogrind
4828,2,pure fucking metal,pure fucking metal
5876,2,music to listen to at night,music to listen to at night
5266,2,dancer,dancer
10609,2,jam hot,jam hot
5379,2,808 and heartbreak,808 and heartbreak
5361,2,impartial,impartial
5779,2,temporary residence limited,temporary residence limited
10659,2,pop trash,pop trash
5719,2,ramones,ramones
6040,2,90 goods,90 goods
6637,2,bedroom pop,bedroom pop
6465,2,classic soul,classic soul
6636,2,modern lovers,modern lovers
4872,2,futurist,futurist
5530,2,sfx,sfx
6760,2,air gear,air gear
6294,2,sleeping,sleeping
6874,2,ladytron,ladytron
6046,2,favoritas,favoritas
6885,2,song of the decade,song of the decade
5375,2,drake-like,drake-like
5519,2,thrashdeath,thrashdeath
6635,2,juno,juno
10466,2,nacionais,nacionais
6633,2,adam green,adam green
6072,2,so hot,so hot
5378,2,hiphop classic,hiphop classic
5275,2,superman,superman
6632,2,post greatcore,post greatcore
6291,2,studying,studying
6279,2,lyrics without any sense,lyrics without any sense
10607,2,prague spring,prague spring
6085,2,korean pop,korean pop
5383,2,apex hills,apex hills
4804,2,stronda music,stronda music
10529,2,dr. dre,dr. dre
5384,2,apex-hills,apex-hills
6190,2,keyshia cole,keyshia cole
4759,2,oriental jazz,oriental jazz
5397,2,gezellig,gezellig
6178,2,jill scott,jill scott
6583,2,panpipes,panpipes
4754,2,kurdish folk,kurdish folk
5388,2,rick villy villa,rick villy villa
6179,2,boyz 2 men,boyz 2 men
4731,2,great colaboration,great colaboration
10378,2,swing jazz,swing jazz
6930,2,fockin cool,fockin cool
6180,2,pharrell - our father,pharrell - our father
6931,2,i fucking love this vocal,i fucking love this vocal
6946,2,bubblegum pop,bubblegum pop
5390,2,g-o-a-t,g-o-a-t
4730,2,great bands,great bands
10467,2,independente,independente
6201,2,1,1
4727,2,best ever,best ever
5391,2,dope rhymes,dope rhymes
10445,2,electro hop,electro hop
6239,2,pornogrind,pornogrind
5393,2,lovin it,lovin it
6736,2,lost in translation,lost in translation
10505,2,extraordinary indie,extraordinary indie
6475,2,medieval metal,medieval metal
4718,2,alcohol,alcohol
10504,2,british indie,british indie
6224,2,mathmetal,mathmetal
10374,2,funkalistik,funkalistik
5394,2,lamangous hiphop,lamangous hiphop
6176,2,oops,oops
4761,2,kora,kora
10749,2,reminds me of summer 2008,reminds me of summer 2008
5398,2,allgemein,allgemein
10530,2,legal drug,legal drug
6896,2,jana hunter,jana hunter
4888,2,tribute,tribute
5385,2,like rick ghraphixxx,like rick ghraphixxx
5454,2,co,co
5760,2,titanic,titanic
10528,2,mr mathers,mr mathers
6738,2,dexter,dexter
10611,2,rudyard kipling,rudyard kipling
5435,2,synthesizer,synthesizer
4791,2,middle eastern,middle eastern
5430,2,human,human
5386,2,fond memories,fond memories
4783,2,evil,evil
10746,2,could listen to this forever,could listen to this forever
10747,2,so deep i almost drown,so deep i almost drown
6619,2,blond,blond
5220,2,balkan,balkan
10510,2,country: britain,country: britain
5387,2,808s and heartbreak,808s and heartbreak
6175,2,keyshia cola,keyshia cola
6244,2,rock independente,rock independente
4771,2,friday night lights,friday night lights
4770,2,chuck,chuck
5738,2,sleaze metal,sleaze metal
4769,2,couples,couples
10612,2,name-drops camus,name-drops camus
6240,2,txdm,txdm
4768,2,privileged,privileged
10494,2,postrock,postrock
5197,2,austrian,austrian
5780,2,type records,type records
5311,2,best cover ever,best cover ever
6541,2,sludge doom,sludge doom
5668,2,psych,psych
6418,2,jessica sutta,jessica sutta
5886,2,rock pop,rock pop
6686,2,horrible,horrible
5659,2,the,the
5043,2,dd solo,dd solo
5653,2,stefani,stefani
5645,2,music to fall asleep to,music to fall asleep to
5308,2,when you are happy or unhappy,when you are happy or unhappy
5038,2,wave,wave
5849,2,great vocals,great vocals
5138,2,driving me insane,driving me insane
5037,2,darkwave-synth,darkwave-synth
6672,2,guns and roses,guns and roses
5636,2,aragon,aragon
6667,2,hellogoodbye,hellogoodbye
5035,2,dd covers,dd covers
5847,2,the best music,the best music
6828,2,blues n boogie,blues n boogie
5634,2,estudios teocida,estudios teocida
6849,2,spacerock,spacerock
4998,2,swedish melodic death metal,swedish melodic death metal
5633,2,teocida,teocida
4995,2,slipknot,slipknot
6427,2,feel good music,feel good music
6429,2,dream wave,dream wave
5309,2,can't stop listening,can't stop listening
5310,2,cheers me up everytime,cheers me up everytime
6413,2,lifehouse,lifehouse
6687,2,girly-electro,girly-electro
6702,2,wedding dance party,wedding dance party
6502,2,daytrotter,daytrotter
5678,2,great riffs,great riffs
10410,2,anadolu rock,anadolu rock
5108,2,trojan,trojan
5875,2,beastie boys,beastie boys
10682,2,unkle,unkle
5396,2,southern music,southern music
5676,2,amanda palmer,amanda palmer
10686,2,top40,top40
6496,2,greys anatomy,greys anatomy
10687,2,britneyspears,britneyspears
6818,2,cuba,cuba
5079,2,impossible for liberals to deal with,impossible for liberals to deal with
5880,2,rammstein,rammstein
5288,2,sentimental,sentimental
5056,2,a cappella,a cappella
10693,2,depeche mode favourites,depeche mode favourites
5073,2,debate,debate
5072,2,apologetics,apologetics
10419,2,cat stevens,cat stevens
6375,2,impressionism,impressionism
5881,2,the prodigy,the prodigy
5059,2,tony hawk underground 2,tony hawk underground 2
6368,2,i hate you,i hate you
5058,2,beatles,beatles
5136,2,sweet to taste it,sweet to taste it
6412,2,mcfly,mcfly
5057,2,true metal,true metal
6775,2,jebeno,jebeno
6730,2,battlestar galactica,battlestar galactica
5620,2,monster,monster
10605,2,the subjunctive,the subjunctive
6350,2,kazakh pop,kazakh pop
5969,2,sampler,sampler
5192,2,nerdcore,nerdcore
5814,2,jazz metal,jazz metal
5806,2,skacore,skacore
4940,2,ant farm,ant farm
4939,2,bunnymen heaven,bunnymen heaven
5973,2,koda kumi,koda kumi
5325,2,siouxsie,siouxsie
10555,2,k-hip hop,k-hip hop
5583,2,nickelback,nickelback
5560,2,shania twain,shania twain
6574,2,afrocuban,afrocuban
10726,2,goo goo dolls,goo goo dolls
5331,2,electronic indie,electronic indie
5558,2,ambiant,ambiant
4916,2,songs i cry like a bitch to,songs i cry like a bitch to
5540,2,bob dylan,bob dylan
5792,2,balada,balada
6328,2,picopico,picopico
5534,2,fucking great cover,fucking great cover
6026,2,polish jazz,polish jazz
6575,2,andina,andina
6327,2,chipcore,chipcore
6319,2,super bass,super bass
5787,2,costa rica,costa rica
5135,2,hard on for jesus,hard on for jesus
6318,2,canadian metal,canadian metal
10603,2,telephone numbers,telephone numbers
5358,2,bright,bright
10632,2,indietronic,indietronic
5816,2,freak,freak
6557,2,remixed,remixed
5924,2,rat food radio,rat food radio
10459,2,fresno,fresno
5615,2,j-punk,j-punk
6771,2,could get any better,could get any better
5614,2,seiyuu,seiyuu
