,id,name,metadata
237,272.0,Faith Evans, american ballad beyonce brandy chill female vocalist jam janet jackson kelly rowland monica mya rnb soul top 40
238,273.0,Avant, nice rnb
239,275.0,Angie Stone, awesome contemporary rnb female vocalist neo soul phat piano singer songwriter soul tweet
240,276.0,Gang Starr,east coast hip hop jazz rap 80 90 banger black music 4 black ppl listened 2 by white hipster brooklyn classic cool egzamin favorite fiya hip hop hip hop old school premo rap real talk rhymez sick superb the good stuff the truth underground hip hop
241,277.0,Papa Wemba,soukous
242,278.0,2Pac, 90 assertive banger best black rap catchy chillout classic cool crazy dope egzamin favorite funny gangsta rap good shit great lyricist hard hip hop hip hop rap hip hop jazzy life go on lol lounge neat phat rap real hip hop real talk rhymez rhythmalizm smooth the good stuff the truth tight west coast rap
243,279.0,Brandy, 00s 1998 2008 2010 4m4zinq 90 aaliyah american ballad beyonce brandy brandy norwood contemporary rnb country dance electronic f4nt4stic favorite song female vocalist female vocalist folk ginuwine harmony hip hop human janet jackson justin timberlake kelly rowland kiley dean latin list long distance madonna mellow memory missy elliott monica my fav song mya nelly furtado neo soul piano pop pop cover r and b remix rnb rock sexy singer songwriter soul timbaland top 40 tweet urban usa
244,282.0,Boss AC,hip hop tuga rap music
245,283.0,Ana Carolina, alternative ana carolina brasil brasileira brazil brazilian brazilian music britney spear cute dance escuta isso por favor female vocalist female vocalist gritos ressussitadores de mortos hooooooooot jazz legend love love song magic mpb musicas lindas pop powerful voice rainha do pop romantica show woman
246,284.0,Dilated Peoples,hip hop music hip hop underground hip hop
247,285.0,Janet Jackson, 00s 1980 s 1980s 1984 1990 s 1990s 80 s 80 80 pop 90 s 90 amazing american artist beyonce brandy carey catchy chillout classic crunk dance dance pop dark dirty disco diva dream street eighty favorite song favorite song favorite favourite female female vocalist female vocalist female voice funk funky funky pop good rnb guilty pleasure hip hop hip hop hit hot jackson jam janet jackson jj jungle kelly rowland legend love love song madonna make me wanna dance mariah mya ninety old pop popular queen queen of rnb r and b rap relax remix rhythm and blue rnb rock sensual sexy singer songwriter sister michael jackson soul suck me fuck me urban urban contemporary rnb usa weekly top artist
248,286.0,Peter Tosh, 80 beach music berep show the love jamaica jamaican marijuana rasta reggae root reggae ska
249,287.0,Monica, 00s 90 aaliyah american ballad beyonce brandy catchy chick music contemporary rnb female female vocalist female vocalist female voice ginuwine girl power hip hop jam janet jackson kelly rowland kickass kiley dean missy elliott monica mya reminds me of friend rnb sexy soul top 40 tweet urban
250,288.0,Rihanna, 00s 10 2000s diva 2005 2006 2007 2009 2010 2010s 3 aaliyah addiction addictive alexandra burke amazing american austin drage awesome ballad beautiful best best seller bestrihanna beyonce bounce britneyspears brutal death metal cabelo ruim catchy chill witch chris brown club come here rude boy boy contemporary rnb cool cover cry curupira dance dance pop dancehall david guetta depre music disco diva duet electronic electropop english entertainer e pop mama eurodance ever fav female singer fav track favorite song favorite favoritesong favourite artist female female vocalist female vocalist fierce friendship fucking awesome fun gggb gold good girl gone bad good girl gone bad ah hah gossip girl grammy winner great memory with my sis great moment at et7 guetta guilty pleasure hip hop hip hop hit hot house music im breaking dish up in here all night in the chillwave family in the witch house family isa janet jackson justin timberlake kelly rowland kiley dean kopie dupsko latin lenda do folclore brasileiro lesbian let s dance level two lip song loud love love at first listen love it love making music love song lpa luxo m i a madonna make me feel better make me wanna dance matell melancholic mellow melrose place missy elliott monica mya nelly furtado new newbreed nice nikita officially shit oh so catchy pagode party perfect performer pop pop dance pop icon pop princess pop queen pop rock pop single popao poprock porn putaria r n b raining men rap rated r ratedd recordwoman reggae rehab relax relaxing reminds me of friend rihanna riri rnb rock ruth lorenzo sad seen live sexy single song to make love to soul spanish stewart summer song te amo tecno testa testana the best tip pon toe top40 tweet umbrella upcoming hit upcoming hit urban urban pop usa vacation vocalista feminimo whore why on earth is this just a bonus track witch chill witch house zombie rave
251,289.0,Britney Spears, 00 s 00s 10 2000s 2003 2004 2007 2008 2009 2010s 2011 domination 90 s 90 90 pop 3 acapella acoustic addiction addictive album i own all time favorite all time hit alternative amazing amazing fan amazing voice american american music amor meu anahi and a a tag ateens awesome awesomesauce b bald ballad beautiful best best christmas song best ever best of 2007 best of pop best remix ever best seller best singer ever best song best song ever best song of the 00s better than lady gaga but i love it too beyonce biggest voice bitch bitch song bitchney is back blackout blondelicious blow bow down brandy break the ice brit brithney spear britney britney rulzz britney rulzzz britney spear britneyspears brtineyim b but the party dont stop cannibal catchy catchy a hell cd cd de britney en el auto con replay para cantarla con florr celebrity who one day im determined to meet cheetos queen christmas chuck circus classic comeback cool country cover cover cute dance dance 00s dance music dance pop dance pop dearly disco disney disney girl diva doll drive drug dubstep electro electro pop electronic electronica electropop eletronic emotional energetic english entertainer epic fail fav female singer fav track fave song ever favorite favorite song favorite favourite artist favourite female female vocalist female vocalist ballad 90 guilty pleasure american sad 1999 female vocalist female voice femme fatale flop for day when i am particularly angry with you for hater forever britney spear fuck yeah fun gay gay icon gay icon getcrunk girl girl power girl girly glam god godney good gossip girl grammy winner great great dancer great memory with my sis gross meaning but good song guilty pleasure guilty pleasure handclap hayzay her best hiamfail holiday soundtrack hot huge artist i i wa fighting with myself not to listen to it but i lost icon iconpop idol infectious it britney bitch janet jackson justin timberlake kammylla katy perry kiss lady gaga latin legend legendaria legendary lenda let me be let s dance like crack for my soul linda living legend lixototal lonely lonely popstar loser love love at first listen love it love song loved lovely lover lovesongs luxo make me wanna dance make you wanna dance all around your room male version masterpiece max martin melhores melodic mtv music my favorite music myfavorites singer neide never get old neyde nice nostalgia obsessive song oh so catchy old but good one of her best song one of my favorite oops she did it again party party time perfect perfect lover performer peter paul and mary piece of brit play back playback playbackney pop pop bitch pop bitch pop cover pop dance pop female vocalist rock dance alternative hip hop female rnb pop icon pop music pop princess pop queen pop rock pop single pop teen prince princess princess of pop princessa do pop prom punk rock pure win queen queen of pop rainha rainy day raven girl top 20 reason to get up in the morning recalque record recordwoman recuerdoss de la infancia con sis remember the time remix remixed rich and famous ringleader rnb rock rock me in sad seen live sensual sex sex symbol sexy sexy song sexyy singer songwriter so hot song diana sang on x factor song i can actually listen to on repeat song that remind me of summer 07 08 song to make florchuchizz cry soundrack of my life soundtrack spear stand out be proud sufoco summer song super superstar sweet t kiero florr tbu tear teen teen pop the best the best ever the best thing that ever happened to music the single collection thebest then top 40 top artist top40 toxic transcendant truth underrated unreal unreleased urban usa vaguely homosexual very sexy vocalist vocalista feminimo vocalist we we should be together weekly top artist weekly top track why on earth is this just a bonus track why on earth wasnt this released why should i be sad womanizer woman wowtastic
252,290.0,Jordin Sparks, 3 amazing american american idol american idol 6 ballad bettlefield chris brown crazy dance electronic eletropop emotional favorite female vocalist female vocalist friend inspirational jet set radio future jordin jordin spark lembra alguem love loved mellow nice perfect pop pop cover pop rock remix rnb romantic singer songwriter spark under 2000 listener urban weekly top track
253,291.0,Kelly Clarkson, 00s 2004 2005 2006 2007 2008 2009 4ever 4m4zinq 3 addictive album i own all i ever wanted already gone alternative alternative rock amazing amazing voice american american idol anime awesome ballad beautiful best christmas song biggest voice blond blonde break up breakaway catchy charmed cool country dance dance punk disney girl diva electronic f4nt4stic fatty fav female singer fav track fave favorite female female artist female vocalist female vocalist folk getting over him girl power great lyric great memory with my geeem great moment at et7 great voice guilty pleasure hard rock heart hyper i am in love with this song i love dancing about to this like a complete and utter idiot idol just make you feel good kelly clarkson kelly clarkson because of you latin legend love love at first listen loved lovely lpa melancholic mellow miserable myupbeats nice none officially shit pop pop bitch pop female pop punk pop rock pop rock powerpop punk punk rock queen rafa rock romantic sad seen live sexy singalong singer songwriter smallville soft rock soon to be classic soul soundtrack tbu teen pop the place promised in our early day thebest uplifting usa vocal weekly top artist weekly top track
254,292.0,Christina Aguilera, 00s 1990s 2000s 2002 2006 2008 2010 4m4zinq 90 good 90 90 pop 3 a decade of hit a piece of me addictive alternative amazing amazing singer amazing vocal amazing voice american american vocalist anime attitude awesome awesomeee baby jane ballad beautiful beautiful voice better than lady gaga better than the original big voice biggest voice bionic bitch blonde blondelicious blue bonustrack bow down boy suck brilliant brings tear to my eye burlesque calippo catchy chick music christina christina aguilera christina aguilera beautiful christmas christmas song christmas song classic club contemporary rnb cool cover crazy cristina aguilera crunk dance dance pop dance pop defiant depression desnudate dirrty dirty disney disney girl diva eargasm eargasmic eighth wonder of the world electro pop electro pop electronic electronica electropop eletronica emotional english epic fantastic pop album fav female singer fav track fave song ever favorite favorite favourite artist female female vocalist female vocalist female vocal female voice fighter flop for my best friend fucking amazing fucking hot fun funny futuretina futuristic gangsta gay genius get naked girl power girl girl are sexy glam glee cast godtina good old time grammy winner great memory with my sis great voice gritos ressussitadores de mortos gross meaning but good song guilty pleasure guilty pleasure heart her best hip hop hip hop hit holiday soundtrack hot hottest bitch house i love girl im ok incredible indie inflated ego inspirational intro jazz jordan bratman kickass lady gaga ladytronica latin latin pop latin style legend legendtina let s dance linda perry live love love at first listen love it lovely lovely voice a usual lpa madonna mainstream artist that actually experiment with different genre and succeed make me feel better make me happy make me wanna dance masterpiece mellow memory merry christmas mine mmc most romantic song ever mother motivating multiplatinum mum my girl myfavorites singer nostalgia nostalgic not myself tonight oh so catchy overrated party party starter perfect perfect song perfect song perfection piano pop pop life pop music pop pleasure pop princess pop rock pop singer aguilera xtina eletro minaj popao porn power power pop power voice powerful powerful voice powerfull voice powerpop pretty pure queen r n b rainy day ready set go bitch real talent relax remix revoltads rhythmic rnb rock romantic rominhocsf sad scream along sex sexy singer songwriter slow smash so beautiful i could seriously cry something great song i absolutely love song i cry like a bitch to song i like to sing song that remind me of summer 07 08 song to make florchuchizz cry soul soul sexy soundrack of my life soundtrack spanish stand out be proud summer song supernova supersonic sweet swing synthpop talent talented talented lady tease techno teen pop the one who turned out much saner than that other one the place promised in our early day the queen the queen of pop the voice these song are just amazing tiger tirar da fossa to sing top 40 underrated urban ursa usa viejos tiempos lll vitor vma vocal vocalista feminimo vocally perfect voice voz da decada why is this only a bonus track woman word are cheap to describe my love work out music wow xtina xtina love xxxxxtttiiinnnnaaaa
255,293.0,Ashlee Simpson, 2008 3 alternative rock amazing american anime ashlee simpson awesome ay ya ya ballad ballad beautiful voice because sometimes i feel like a 13 year old teenie bopper best of 2005 bitchy lyric bubba sparxxx bubble pop catchy celine dion cool crap dance dance punk dream pop easy listening electro electro rock electronic electropop emo english fave track fave track two favorite favorite favourite favourite song female female rocker female vocal female vocalist female vocalist female vocal female voice flop for day when i am particularly angry with you fuck u bitch fuckin perfect fun futurepop great great moment at et7 guilty pleasure guilty pleasure happy hard rock hooooooooot hot hot stuff hyper i am in love with this song i wa fighting with myself not to listen to it but i lost indie indie pop jet set radio future kickass kid kiley dean latin light love love song love song loved lovesongs lpa lyric without any sense make me happy melodic my favorite music nelly furtado none oh so catchy outta my outta my head perfect perfect lyric piano pioseneczki pop pop bitch pop female pop punk pop rock pop sensation porcaria viciante powerpop punk punk pop punk rock puppy et belle queen of pop r and b rock romantic seen live sexy singalong solo artist song i absolutely love soon to be classic techno teen pop these song are just amazing underrated performer viaje de egresados vocal world music worldmusic
256,294.0,Leona Lewis, absolutely amazing addicted amazing awesome ballad beautiful beautiful sad song best of 2008 better british can t live without catchy chill zone club banger cover diva emotional fav female singer fav song fav track favorite artist favorite female vocalist female vocalist fucking amazing great memory with my sis guilty pleasure guilty tone deaf pleasure hot in jet set radio future leona lewis love love at first listen love it loved melancholic nigger music pop powerfull voice redone rnb romantic sad sexy song that remind me of summer 07 08 soul talent the best voice ever the vampire diary timbaland time uk urban vocally perfect weekly top artist weekly top track x factor
257,295.0,Beyoncé, 00s 2003 2008 4m4zinq 90 3 aaliyah addiction amazing amazing voice american attitude awesome ballad beautiful bee best song ever beyonce beyonce get me bodied beyonce irreplaceable beyonce knowles bootylicious cabelo ruim catchy chillout contemporary rnb cool country cover crunk dance dance music dance pop dc death hardcore diva diva electronic emotional english f4nt4stic fake fav female singer fav song fav track favorite female female artist female vocalist female vocalist female vocalist fierce fighter funk funky fresh gay get me bodied beyonce girl shit girl glam great halo hip hop hip hop hot hotness i can imagine that song in a movie i wanna dance like that janet jackson jazz kelly rowland kiley dean lady gaga latin legend let s dance let move limds lip song lixa love love at first listen love it loved lpa madonna matell monica music make you lose control musical nelly furtado party pop pop cover pop single powerfull voice queen queen of rnb r and b r n b rap remix rhythm and blue rihanna ring the alarm rnb rock run the world sad sasha fierce seen live sexy singer singer songwriter song i like to sing soul soundtrack spanish sweet sweet dream talented lady tbu tinosoft tweet urban usa vocalista feminimo vocally perfect weekly top artist weekly top track
258,296.0,Sugababes, 00s 2006 2007 2009 amazing amelle awesome ballad beautiful song british catchy cool song dance diva electronic emotional epic favorite female female vocalist floptastic girl band girl group girlband heidi jade keisha latin love mutya none paradoxal song perfect song pop pop rock raven girl top 20 redone rnb seen live sexy siobhan soul soundtrack sugababes teenage united kingdom urban weekly top artist weekly top track
259,297.0,David Cook, 2008 american idol winner 4m4zinq alternative alternative rock amazing american idol american idol 7 excelent f4nt4stic love male vocalist pop rafa rock
260,298.0,Lily Allen, 00s 4m4zinq 3 all the best alternative amazing awesome best song of the 00s british britpop catchy chill chillout cool cute dance electro pop electronic electronica electropop favorite favourite artist female female vocalist female vocalist fun funny get a job hand clap handclap happy hot indie indie pop indie rock interesting jazzy lily allen love lpa make me smile piano pop pop rock quirky relax rnb rock sad seen live sex singer songwriter ska talented lady tbu the song that make me sick with butterfly tinosoft tyler adam uk vocalista feminimo weekly top track
261,299.0,Jennifer Lopez, 00s 90 amazing american beauty catchy contemporary rnb cool country dance dance disco eletronic pop jennifer lopez red one pittbull dance pop david guetta desperate housewife electronic electronica english f4nt4stic favorite female female focalists female vocalist female vocalist female vocal first track scrobbled in 2010 first track scrobbled in 2011 great dancer harmony hip hop hip hop hooooooooot j lo jam janet jackson jennifer kelly rowland latin latin pop latin style latino let s dance listened more than 10 time in a row lopez love love at first listen male mellow perfect pop pop princess pop rock pop single puta de mierda ojala y te mueras con un pinche dildo electrico atorado en tu ronosa pucha r and b redone rnb rock romantic sexy song to make love to soul spanish urban vocalista feminimo weekly top artist you
262,300.0,Katy Perry, 00s 2008 2010 2010s 90210 3 addiction addictive alternative rock amazing amazing voice american american idol awesome ballad best ever best of 2008 bitch bitch song brazilian but the party dont stop california california gurls catchy celebrity who one day im determined to meet chick music cool country cover cover cute dance dance pop dance pop defiant demo demonia diva duet eargasm electro pop electronic electropop eletropop emotional english et europop excellent reason for cry fav song favorite featuring female female artist female vocalist female vocalist female vocal female voice for day when i am particularly angry with you fun girl power good gorgeous great great lyric great memory with my sis great moment at et7 guilty pleasure happy holiday soundtrack hot i wa fighting with myself not to listen to it but i lost indie indie pop indie rock indie romantic istinito jet set radio future just make you feel good katy katy perry kickass let s dance live love love at first listen love rock lpa matell miley cyrus nice oh so catchy one of her best song overrated party perfect perfect ballad perverted phoda poota pop pop bitch pop cover pop rock pop single pop rock powerful pure sex queen quirky rampeira raven girl top 20 reminds me of friend remix ridicula rnb rock rock pop romantic romantic rock sertse sexy singalong singer songwriter single song i can actually listen to on repeat soundtrack stand out be proud summer summer 2010 summer song summer time summery synthpop talented teenage dream the vampire diary this song should be single top 40 under 2000 listener underrated unreleased ur so gay urban usa us the term gay a an insult unrelated to homosexuality and through this cause a significant amount of confusion viadinha vocalista feminimo wake up song weekly top artist weekly top track woman
263,301.0,Alicia Keys, 00s 90 alicia key amazing american ballad beautiful beyonce blue charmed chill chillout contemporary rnb cool country diva doll dream pop emotional english favorite artist favorite favourite song female female vocalist female vocalist folk funk harmony hip hop hip hop jazz key latin lip song lopez love love at first listen lovely mellow motivating neo soul nigger music piano pop powerfull voice pussycat r and b rhythm and blue rnb rock romantic sexy singer songwriter song i like to sing soul timbaland top 40 tweet urban usa weekly top track woman
264,302.0,P!nk, 00s 2006 2008 4m4zinq 3 acoustic addictive all time faves alternative amazing american anthemic anti bush awesome ballad best song of the 00s beyonce bounce brandy canadian catchy contemporary rnb cover creep dance divorced kid anthem emotional english f4nt4stic favorite female female artist female vocalist female vocalist fuck bush fuck you i just want to dance and drink tonight fun hip hop hot indie justin timberlake kiley dean lady delish love at first listen lpa make me cry melancholic melancholy mya nk party pink pop pop punk pop rock pop single punk rafa rnb rock sad seen live sexy singer songwriter song i absolutely love soul teen pop top 40 touching track i want to see on lastfm underrated urban usa village weekly top artist
265,303.0,Panic at the Disco, alternative male vocalist pop pop rock rock
266,304.0,David Archuleta,pop music 00s addictive american american idol american idol 7 boy d catchy cute dance david archuleta electronic furnoo lover great voice love love at first listen love song male vocalist pop pop cover rnb summer time tbu weekly top track
267,305.0,Katharine McPhee, american american idol american idol 5 dance drive fav female singer female female vocalist great memory with my geeem heart idol jet set radio future myfavorites singer pop pop cover rainy day rnb song that remind me of summer 07 08 summer song tbu thebest
268,306.0,Black Eyed Peas,contemporary r b dance pop electropop hip hop music pop rap pop music 00s 2003 2005 2009 3 addictive alternative always in my mind amazing american awesome ballad bep black eyed pea but the party dont stop catchy chillout cool crazy dance dance pop david guetta electro electro pop electronic electropop eletropop eurodance fave track favorite female vocalist fergie fun funk good old time guetta happy heart hellcat hip hop hip hop soul hip hop hot jazz jesse let s dance lo mejor love love at first listen love it loved lpa male vocalist melrose place n 1 hot 100 billboard oh so catchy party party time perfect personal pop punk pure r and b rap rnb rock seen live sexy solid soul summer song synthpop techno the truth top 40 urban usa viaje de egresados wake up song
269,307.0,Kate Voegele,folk pop pop music pop rock acoustic addictive american awesome chick music defiant eargasm emotional female vocalist female vocalist female voice girl power indie pop kickass mellow one tree hill pop pop rock rock singer songwriter soft rock tbu underrated woman
270,308.0,Kat DeLuna,contemporary r b dancehall hip hop music latin music  genre  beat from dominicana dance depre music female female vocalist hip hop hip hop kat deluna melrose place pop pop single redone rnb sexy soul urban
271,309.0,Danity Kane,contemporary r b dance music hip hop music pop music american bitch dance f4nt4stic fave song ever female female vocalist girl group great memory with my sis hip hop love oh so catchy pop rnb sad sexy
272,310.0,Nelly Furtado, 00s 2000s 2010 3 aaliyah acoustic addictive alternative amazing amazing songwriter american ballad beautiful beautiful music best music ever bounce brilliant bubba sparxxx canadian catchy charmed childhood memory chillout cover dance dance pop electronic emotion fav female singer fav track favorite artist favorite artist favorite favourite artist favourite female female artist female vocalist female vocalist flirty folk fun furtado ginuwine glam good mood music good mood song guilty pleasure high school memory hip hop hip hop hot hyper hypnotic i listened to it over and over again justin timberlake kiley dean kylie minogue latin latin pop lindsay lohan love madonna make me wanna dance melancholy mellow memory missy elliott nelly nelly furtado new nigger music party pop pop collaboration pop rock promiscuos r n b rafa rap rnb rock sad seen live sexy singer songwriter soon to be classic soul soundtrack timbaland to sing trip hop urban vocal vocalista feminimo want to see live zac efron
273,311.0,Natasha Bedingfield,blue eyed soul contemporary r b hip hop music pop music 2008 awesome beautiful beyonce brandy bright and lovely british britpop dance drive easy a soundtrack english favorite song female female vocalist female vocalist gorgeous hip hop love love at first listen lpa nice perfect perfect song pop pop rock riot grrl rnb seen in concert seen live singe songwriter singer songwriter soul soulful summer song sweet tbu top 40 urban wake up song weekly top track worst song ever
274,312.0,Cassie, 00s 2006 2008 american cassie chill contemporary rnb crunk dance female vocalist hip hop hip hop janet jackson mellow pop redone rnb sexy urban usa
275,313.0,Allison Iraheta,pop rock american idol american idol 8 female vocalist give in to me indie indie pop nice pop pop rock rock teen pop
276,314.0,Ciara, 00s 2004 2006 2007 2009 amazing american ballad chillout chris brown ciara classic cool crunck crunk dance dance with somebody diva electronic english fav track favorite female female vocalist female vocalist good mood great hip hop hip hop love melrose place party pop rap really talented female artist who doesnt rely on her sexuality to gain success rhymez rhythmalizm rnb sex sexy singer songwriter smooth soul soundtrack superstar tight usa
277,316.0,Alanis Morissette, 00s 2008 90 a cappella acoustic adult alternative rock alternative alternative rock amazing amazing singer awesome ballad beautiful breakup music breakup song canadian charmed childhood memory chill chillout classic rock confessional cool country cover cute diva dramatic emotional epic female female vocalist female vocalist folk funny getting over him good mood music good mood song great cover great memory with my geeem happy harmony heartache hypnotic i listened to it over and over again indie inlove kickass leftovergrooves life love at first listen love song melancholy mellow music for making pancake nelly furtado piano pop pop rock powerful voice relationship riot grrrl rock sad seen live show woman singalong singer songwriter so beautiful i could seriously cry soft rock soundtrack tiger top 40 tyler adam weekly top artist weekly top track word are cheap to describe my love
278,317.0,Keri Hilson,contemporary r b 00s 2009 4m4zinq aaliyah american brandy bubba sparxxx contemporary rnb dance dark dirty south f4nt4stic female vocalist ginuwine hip hop hip hop justin timberlake keri hilson kiley dean love madonna make me over missy elliott nelly furtado pop rnb sexy singer songwriter timbaland top 40 tweet usa
279,318.0,Hilary Duff, 00s 2000s 2000s diva 2007 2008 90 3 amazing amazing voice american awesome basic pop beautiful best of 2005 best of 2006 best of 2007 best of 2008 britney spear catchy charmed coldplay cool cover crap cute dance dignity disney disney girl diva drive electro pop electronic electropop energetic excellent excellent reason for cry favorite female female artist female vocalist female vocalist forever in heart fuck yeah fun girl power glam good morning good old time good voice gossip girl great memory with my sis guilty pleasure guilty pleasure hilary duff i love being a girl justin timberlake katy perry lindsay lohan love love at first listen love it make you wanna dance all around your room maroon 5 muse my childhood nice none oh so catchy p nk paris hilton party paul oakenfold perfect perfect lyric pop pop cover pop rock porcaria viciante positivity rainy day relax remix rnb rock seen live sexy singer songwriter song i absolutely love soundtrack summer song teen pop teenage the best music the worst thing ever to happen to music usa viaje de egresados
280,319.0,Haley James Scott, female vocalist
281,320.0,Fergie, 00s 3 amazing american ballad black eyed pea clumsy dance eletropop f e r g i e fav female singer fav track favorite female female vocalist female vocalist fergie fergie clumsy glam great moment at et7 guilty pleasure hip hop hip hop house jet set radio future love it lpa macumba music musical nigger music oh flossy flossy oh so catchy pop pop cover pop rock rnb sad soundtrack
282,321.0,Jonas Brothers,pop punk pop rock power pop 00s 2009 3 alternative rock amazing american best love song ever brother cute disney excellent reason for cry for day when i am particularly angry with you fun great memory with my sis great moment at et7 guilty pleasure happy heard live hyper i am in love with this song i love dancing about to this like a complete and utter idiot i love this song i want this played at my wedding jonas brother love love at first listen love song lpa make me smile like an idiot make meh cry my eye out shit im sad male vocalist male vocalist my childhood oh so catchy pop pop rock rainy day reminds me of summer 2008 rock romanic seen live singalong song i can actually listen to on repeat song to make florchuchizz cry summer song summer time sweet teen pop these song are just amazing to hear when you wake up upbeat wake up song we should be together
283,322.0,Ashanti, amazing american beautiful christmas blend cry favorite song female female vocalist female vocalist hip hop hip hop hooooooooot jam latin pop powerful voice rain rnb rnb remix sexy show woman soul urban urban contemporary rnb
284,323.0,The Saturdays, baranyiz love it british britpop catchy dance electronic electropop female vocalist female vocalist female voice girl band girl band girl group girl group gossip girl jet set radio future pop pop rock pop single rnb sexy teen pop the power ranger of pop uk
285,324.0,Cobra Starship,alternative dance alternative rock dance pop pop punk synthpop 3 alternative alternative rock best of 2009 bitch song catchy cover dance dance rock electro dance electro pop electronic electropop favorite featuring fun gabegonnagetuhigh indie indie pop indie rock jennifers body just make you feel good love at first listen love it male vocalist oh so catchy parody party time pop pop punk pop rock pop single punk punk pop punk rock rock snake on a motherfucking plane so gossip girl soundtrack summer song these guy fucking rule ultimate music hit
286,325.0,Ashley Tisdale, 2009 3 actress addictive amazing american american pop ashey tisdale ashley tisdale awesome ballad be good to me beautiful brillant lyric catchy cool coreo full p dance disney disney girl electro pop electropop energetic fav track favorite favourite artist female female vocalist female vocalist foloka for day when i am particularly angry with you fuck yeah fun girl power good great great memory with my geeem great memory with my sis great rock out song guilty pleasure hated but rated high school musical hip hop hip hop holiday soundtrack i can imagine that song in a movie i love being a girl i wa fighting with myself not to listen to it but i lost i wish i could make a video for this jet set radio future love love at first listen make me happy male version my childhood not like that one of her best song one of my favorite party perfect pop pop cover pop rock powerpop rnb rock rocking sexy sexy talented song that remind me of summer 07 08 summer song talent teen pop teenpop we should be together yay obsession d
287,326.0,JoJo, american catchy dance fav track favorite female female vocalist female vocalist female voice good old time great memory with my geeem hip hop jojo oh so catchy pop pop cover pop rock rainy day rnb romantic soul summer song teen pop urban
288,327.0,Chris Brown, 2010 3 addictive amazing asshole awesome beautiful bow wow catchy chris brown chris brown winner club cute dance depressing douchebag duet electronic favorite female vocalist fun guetta hip hop hip hop hot house kiss kiss let s dance love love at first listen love forever male vocalist male vocalist party pop pop single r n b rap remix rnb rnb breakupmusic romantic techno urban woman beater
289,328.0,David Guetta, 00s 2007 2008 2009 addictive amazing best song ever british catchy club dance david guetta duet electro electronic electronica english experimental favorite song female female vocalist france french fun funk guetta house indie kelly rowland let s dance love at first listen madonna male vocalist party pop rap rnb seen live sexy summer time techno top 40 trance uk
290,329.0,Justin Timberlake, 00s 2004 2006 4m4zinq 3 acoustic american awesome ballad brandy cool dance dance dance dance dance with somebody disney electronic emotional f4nt4stic fav male singer fave song ever favorite good mood music good mood song guilty pleasure happy hip hop hip hop hot hott jam janet jackson justin timberlake kelly rowland legend love make me wanna dance male vocalist male vocalist masterpiece memory nelly furtado nice nigger music party piano pop pop music prince of pop punk rap remix paul oakenfold rhythmalizm rnb sad sexy singer songwriter slow soul sweet the good stuff timba timbaland top 40 urban usa vocal
291,330.0,T.I., amazing american christina aguilera dance dirty south hip hop hip hop jam male vocalist rap rnb southern rap trap musik
292,331.0,Kanye West, 00s 2007 2008 2009 808 and heartbreak 808s and heartbreak allgemein alternative alternative rock amazing amazing collaboration american apex hill apex hill awesome beautiful melody best bob marley catchy chi town chill music classic club cool crazy dance dope cut dope rhyme drake like duet electric electronic english favorite favorite song favorite song favorite female funny gay fish good music gta iv hilarious hip hop hip hop hip hop and pop hipster hop humor i want to dance in my underwear jam kanye west lol love love at first listen make me happy male male vocalist neat nostalgia phat rap raven girl top 20 ray ray charles rhythmalizm rick rick ghraphixxx rick villa rick villy villa rick villa rnb roc a fella sad sexy singer songwriter smooth the good stuff tight top 40 usa weekly top artist weekly top track
293,332.0,Kelly Rowland, ballad beyonce bubba sparxxx dance david guetta dope cut electronic eurodance favorite feel like dancing female vocalist female vocalist guetta hip hop hip hop hot track how deep is your love janet jackson kelly rowland kiley dean let s dance mellow michael buble monica mya neo soul pop r n b remix rnb sexy soul underrated urban
294,333.0,Avril Lavigne, 00s 2010 3 acoustic acoustic rock album favourite album i own alice in wonderland all time favorite alternative alternative rock amazing amazing cover american american idol anime avril avril lavigne awesome b side balada ballad ballad beautiful beautiful lyric because sometimes i feel like a 13 year old teenie bopper best best song of the 00s blonde bouncy brazilian canada canadian catchy charmed cover cover cute dance dance punk death song diva dream pop electronic electropop emo emotional english excellent reason for cry fail fav female singer favorite favourite favourite female female artist female vocal female vocalist female vocalist female vocal female voice fucking awesome fun furnoo lover garage rock girl power good mood good mood music good mood song great lyric great voice guilty pleasure guilty pleasure happy hard rock hip hop holiday soundtrack horrible hot hyper i am in love with this song i love dancing about to this like a complete and utter idiot indie indie pop indie rock infatuation jet set radio future legend let s dance love love at first listen love song love song loved magic male version melancholy mellow memory metal music lembra quando eu thava 7 serie lol nelly furtado never get old nice none officially shit omg this is so good piano piano rock pop pop punk pop rock pop rock female vocalist canadian punk alternative pop rock female pop rock poprock power pop powerpop punk punk rock pure rainy day remix rnb rock rock female romantic sad satanic black metal from hell seen in concert seen live sexy singalong singer songwriter smile soft rock song diana sang on x factor song to make florchuchizz cry soon to be classic soul soundtrack summer song teen pop teen punk thebest these song are just amazing tyler adam under 2000 listener vocal vocalist we should be together wth
295,334.0,No Angels, female vocalist german girl group pop popstars
296,335.0,Sandy, brasil brazil german pop rock sandy leah
297,338.0,Queensberry, amazing female vocalist pop pop cover popstars sweet
298,339.0,Fady Maalouf,crossover  music  deutschland sucht den superstar 5 pop cover
